frame_number,frame_time,results
122,2024/5/22 Wednesday 0:0:4,"[{'box': [917.073974609375, 253.15399169921875, 77.23040771484375, 190.86566162109375], 'conf': 0.8062283, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9965470433235168, 'id': 1}, {'box': [267.6077880859375, 553.3922119140625, 124.91842651367188, 275.39642333984375], 'conf': 0.71024364, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999997615814209, 'id': 2}, {'box': [969.2041015625, 346.477783203125, 92.14971923828125, 244.95875549316406], 'conf': 0.81519985, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9968313574790955, 'id': 4}, {'box': [314.36895751953125, 555.9992065429688, 106.44296264648438, 249.04367065429688], 'conf': 0.65993494, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999725818634033, 'id': 5}, {'box': [497.74041748046875, 498.493896484375, 117.88955688476562, 316.5631408691406], 'conf': 0.7325324, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9614469408988953, 'id': 8}, {'box': [180.84658813476562, 556.8070068359375, 101.28715515136719, 235.91680908203125], 'conf': 0.787815, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8967248201370239, 'id': 9}, {'box': [1250.67333984375, 407.637939453125, 82.3951416015625, 230.36349487304688], 'conf': 0.8164567, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999853372573853, 'id': 11}, {'box': [406.8729248046875, 504.3056640625, 97.16390991210938, 305.8406677246094], 'conf': 0.77609545, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9905416369438171, 'id': 12}, {'box': [1003.4388427734375, 220.11585998535156, 67.68310546875, 96.11764526367188], 'conf': 0.67082185, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9951667785644531, 'id': 13}, {'box': [1709.8056640625, 398.67327880859375, 72.815185546875, 242.30136108398438], 'conf': 0.5182424, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.7165791988372803, 'id': 16}, {'box': [1183.4852294921875, 303.01763916015625, 84.388916015625, 221.71319580078125], 'conf': 0.82052946, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9923276305198669, 'id': 6}, {'box': [1615.765625, 362.0421447753906, 103.5821533203125, 194.6708984375], 'conf': 0.655779, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9990052580833435, 'id': 15}, {'box': [1035.764892578125, 323.58782958984375, 72.404052734375, 226.3717498779297], 'conf': 0.71906805, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9994939565658569, 'id': 17}]"
123,2024/5/22 Wednesday 0:0:4,"[{'box': [917.8516235351562, 247.36581420898438, 76.3564453125, 179.77923583984375], 'conf': 0.7357068, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9980460405349731, 'id': 1}, {'box': [267.69219970703125, 553.2175903320312, 124.42549133300781, 275.7373962402344], 'conf': 0.70632464, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999995231628418, 'id': 2}, {'box': [967.5543212890625, 343.8779296875, 92.67230224609375, 239.66024780273438], 'conf': 0.82310414, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9982580542564392, 'id': 4}, {'box': [317.1065368652344, 555.9376220703125, 112.46142578125, 249.26260375976562], 'conf': 0.64713234, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999866485595703, 'id': 5}, {'box': [497.841552734375, 498.35833740234375, 118.0823974609375, 316.1287841796875], 'conf': 0.71791196, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9751898050308228, 'id': 8}, {'box': [180.3325653076172, 556.705322265625, 102.47976684570312, 236.03640747070312], 'conf': 0.7581123, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9182941913604736, 'id': 9}, {'box': [1247.805908203125, 407.6131591796875, 79.883056640625, 232.5325927734375], 'conf': 0.81584775, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9996181726455688, 'id': 11}, {'box': [406.8297119140625, 504.7774658203125, 97.39144897460938, 305.9341125488281], 'conf': 0.76636845, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9902828931808472, 'id': 12}, {'box': [1003.599365234375, 218.90185546875, 70.20562744140625, 94.4923095703125], 'conf': 0.60943085, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9989023208618164, 'id': 13}, {'box': [1710.00537109375, 398.0863037109375, 72.6405029296875, 243.23373413085938], 'conf': 0.50761706, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.7264138460159302, 'id': 16}, {'box': [1183.4671630859375, 302.9311218261719, 84.147216796875, 220.49359130859375], 'conf': 0.8132354, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9917140603065491, 'id': 6}, {'box': [1614.888916015625, 362.21148681640625, 101.9061279296875, 194.6202392578125], 'conf': 0.683713, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.998683750629425, 'id': 15}, {'box': [1033.204833984375, 325.012939453125, 71.0457763671875, 217.07315063476562], 'conf': 0.6496542, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9989809393882751, 'id': 17}]"
124,2024/5/22 Wednesday 0:0:4,"[{'box': [917.7476806640625, 246.8927001953125, 74.76129150390625, 179.61517333984375], 'conf': 0.7067854, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9950768351554871, 'id': 1}, {'box': [268.740966796875, 552.3497314453125, 124.93557739257812, 275.09686279296875], 'conf': 0.72689927, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999998807907104, 'id': 2}, {'box': [965.2584228515625, 340.09613037109375, 93.13604736328125, 237.62857055664062], 'conf': 0.835629, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9975084066390991, 'id': 4}, {'box': [316.9044189453125, 555.250244140625, 112.7767333984375, 248.43975830078125], 'conf': 0.6624987, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999904632568359, 'id': 5}, {'box': [497.8790283203125, 498.4371643066406, 117.846923828125, 315.79656982421875], 'conf': 0.7049775, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9751887917518616, 'id': 8}, {'box': [179.63629150390625, 557.05078125, 103.91618347167969, 235.70840454101562], 'conf': 0.7469909, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9449697732925415, 'id': 9}, {'box': [1246.7958984375, 407.4033203125, 78.5189208984375, 231.33181762695312], 'conf': 0.82153577, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9988760352134705, 'id': 11}, {'box': [406.9852294921875, 505.011474609375, 97.22103881835938, 305.4205627441406], 'conf': 0.7628648, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.990159809589386, 'id': 12}, {'box': [1002.0089721679688, 216.3377685546875, 69.8214111328125, 94.29478454589844], 'conf': 0.66934425, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.999370276927948, 'id': 13}, {'box': [1710.5621337890625, 397.0949401855469, 73.02392578125, 244.99627685546875], 'conf': 0.5084133, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.71110600233078, 'id': 16}, {'box': [1183.629638671875, 303.4667663574219, 84.5411376953125, 220.3929443359375], 'conf': 0.8174619, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.99285489320755, 'id': 6}, {'box': [1614.70556640625, 362.1293640136719, 101.0384521484375, 195.8521728515625], 'conf': 0.6546386, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9989849925041199, 'id': 15}, {'box': [1029.745849609375, 319.74285888671875, 70.0867919921875, 208.7228546142578], 'conf': 0.73599476, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9987553358078003, 'id': 17}]"
125,2024/5/22 Wednesday 0:0:5,"[{'box': [917.0382690429688, 242.8646240234375, 71.9097900390625, 173.17311096191406], 'conf': 0.7015432, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9768701791763306, 'id': 1}, {'box': [268.1459655761719, 552.4047241210938, 124.22831726074219, 275.9493408203125], 'conf': 0.7147576, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999998807907104, 'id': 2}, {'box': [960.94384765625, 337.83404541015625, 88.71112060546875, 237.708984375], 'conf': 0.8122631, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9973708391189575, 'id': 4}, {'box': [318.06231689453125, 554.3319091796875, 113.38027954101562, 248.74874877929688], 'conf': 0.6618794, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999898672103882, 'id': 5}, {'box': [497.66748046875, 498.7127685546875, 117.71505737304688, 315.4399108886719], 'conf': 0.7105282, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9743744730949402, 'id': 8}, {'box': [179.65602111816406, 557.019775390625, 103.73141479492188, 235.76351928710938], 'conf': 0.762879, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9422808289527893, 'id': 9}, {'box': [1243.5936279296875, 407.23773193359375, 78.98583984375, 231.7218017578125], 'conf': 0.81474906, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9988973140716553, 'id': 11}, {'box': [406.66644287109375, 505.441650390625, 97.80288696289062, 305.0657653808594], 'conf': 0.7578235, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9897533655166626, 'id': 12}, {'box': [1001.8199462890625, 212.73532104492188, 69.644775390625, 90.0889892578125], 'conf': 0.57860464, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9985652565956116, 'id': 13}, {'box': [1710.7578125, 396.0582275390625, 73.413330078125, 246.9183349609375], 'conf': 0.53450423, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.646625280380249, 'id': 16}, {'box': [1183.3592529296875, 303.59619140625, 84.874755859375, 221.08599853515625], 'conf': 0.8113002, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9959237575531006, 'id': 6}, {'box': [1614.36962890625, 362.0057678222656, 100.2618408203125, 196.15093994140625], 'conf': 0.6707945, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9990624785423279, 'id': 15}, {'box': [1027.86669921875, 317.4339599609375, 71.68328857421875, 203.27735900878906], 'conf': 0.7258462, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9968085885047913, 'id': 17}]"
126,2024/5/22 Wednesday 0:0:5,"[{'box': [916.6531982421875, 231.76602172851562, 69.65277099609375, 154.79388427734375], 'conf': 0.67929643, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.997177243232727, 'id': 1}, {'box': [267.9389343261719, 552.1364135742188, 123.99110412597656, 276.4005126953125], 'conf': 0.69172156, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999997615814209, 'id': 2}, {'box': [957.6572875976562, 336.07635498046875, 87.3980712890625, 237.3693084716797], 'conf': 0.8220711, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9985460042953491, 'id': 4}, {'box': [319.21307373046875, 554.0928955078125, 114.27255249023438, 248.74197387695312], 'conf': 0.6631945, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999853372573853, 'id': 5}, {'box': [497.5405578613281, 499.3958435058594, 117.79302978515625, 314.08148193359375], 'conf': 0.6926109, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9780534505844116, 'id': 8}, {'box': [179.52676391601562, 556.3937377929688, 103.95634460449219, 236.96786499023438], 'conf': 0.7492725, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9279053807258606, 'id': 9}, {'box': [1238.9156494140625, 405.5814208984375, 82.49658203125, 231.75927734375], 'conf': 0.8246879, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9975365400314331, 'id': 11}, {'box': [406.162109375, 506.62982177734375, 98.71224975585938, 303.3901062011719], 'conf': 0.7349175, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9855058193206787, 'id': 12}, {'box': [1001.300048828125, 210.52487182617188, 67.71612548828125, 87.38629150390625], 'conf': 0.45220008, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9973878264427185, 'id': 13}, {'box': [1710.82666015625, 395.5762939453125, 73.5955810546875, 247.7576904296875], 'conf': 0.5540555, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.6347222328186035, 'id': 16}, {'box': [1183.8978271484375, 303.26220703125, 84.786376953125, 220.68243408203125], 'conf': 0.8106015, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9959468245506287, 'id': 6}, {'box': [1614.5704345703125, 361.8818054199219, 100.45849609375, 196.0474853515625], 'conf': 0.6557189, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9990725517272949, 'id': 15}, {'box': [1024.58935546875, 314.93975830078125, 71.83575439453125, 199.96392822265625], 'conf': 0.64700896, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9957093000411987, 'id': 17}]"
127,2024/5/22 Wednesday 0:0:5,"[{'box': [917.6599731445312, 226.67959594726562, 70.089599609375, 146.57774353027344], 'conf': 0.5291592, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9960188269615173, 'id': 1}, {'box': [267.80670166015625, 551.8299560546875, 123.54727172851562, 276.41339111328125], 'conf': 0.7086153, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999998807907104, 'id': 2}, {'box': [954.7152709960938, 334.04791259765625, 90.2222900390625, 235.50152587890625], 'conf': 0.8332739, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9748514890670776, 'id': 4}, {'box': [319.4906311035156, 554.71435546875, 115.70660400390625, 249.44744873046875], 'conf': 0.66461885, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999862909317017, 'id': 5}, {'box': [498.04449462890625, 500.05224609375, 117.05661010742188, 315.63427734375], 'conf': 0.6653516, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.942577600479126, 'id': 8}, {'box': [180.48590087890625, 555.48583984375, 101.27346801757812, 238.97549438476562], 'conf': 0.7464072, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9404432773590088, 'id': 9}, {'box': [1236.1396484375, 404.96099853515625, 80.8348388671875, 234.0040283203125], 'conf': 0.8116552, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9975491166114807, 'id': 11}, {'box': [406.36724853515625, 507.14764404296875, 98.17477416992188, 301.2088623046875], 'conf': 0.75494736, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.991436779499054, 'id': 12}, {'box': [1000.62841796875, 208.3138427734375, 64.50567626953125, 88.38294982910156], 'conf': 0.49039668, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9953553676605225, 'id': 13}, {'box': [1710.7486572265625, 395.52520751953125, 73.63818359375, 247.5819091796875], 'conf': 0.5370831, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.6469930410385132, 'id': 16}, {'box': [1184.05712890625, 303.49072265625, 84.9234619140625, 220.31240844726562], 'conf': 0.810068, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9986000657081604, 'id': 6}, {'box': [1613.455810546875, 361.91680908203125, 98.5546875, 196.005615234375], 'conf': 0.66383266, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9994499087333679, 'id': 15}, {'box': [1023.7105712890625, 310.8948974609375, 72.47161865234375, 202.63270568847656], 'conf': 0.7593247, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9797666072845459, 'id': 17}]"
128,2024/5/22 Wednesday 0:0:5,"[{'box': [918.300537109375, 217.2957000732422, 69.37469482421875, 131.17221069335938], 'conf': 0.56353366, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9972457885742188, 'id': 1}, {'box': [267.6155700683594, 551.6268310546875, 122.82489013671875, 276.2064208984375], 'conf': 0.7490876, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999998807907104, 'id': 2}, {'box': [949.5362548828125, 333.35992431640625, 90.92974853515625, 231.5804443359375], 'conf': 0.82729137, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9938836693763733, 'id': 4}, {'box': [319.84002685546875, 555.9369506835938, 115.96554565429688, 248.59249877929688], 'conf': 0.71501064, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.999975323677063, 'id': 5}, {'box': [498.0538330078125, 499.91009521484375, 117.0174560546875, 317.6508483886719], 'conf': 0.67509323, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9403735399246216, 'id': 8}, {'box': [181.1756591796875, 556.1051025390625, 99.31309509277344, 237.29449462890625], 'conf': 0.78653955, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9088855385780334, 'id': 9}, {'box': [1233.609375, 404.8170166015625, 79.281982421875, 236.103515625], 'conf': 0.7989585, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9978475570678711, 'id': 11}, {'box': [405.13885498046875, 507.28143310546875, 99.88314819335938, 302.0472717285156], 'conf': 0.7736239, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9838751554489136, 'id': 12}, {'box': [999.9532470703125, 206.5857696533203, 61.75421142578125, 85.58489990234375], 'conf': 0.25474218, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.994150698184967, 'id': 13}, {'box': [1711.31689453125, 395.6885986328125, 73.9798583984375, 247.02304077148438], 'conf': 0.5828741, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.5699224472045898, 'id': 16}, {'box': [1183.5850830078125, 304.967041015625, 84.297607421875, 220.16897583007812], 'conf': 0.81950825, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.998318076133728, 'id': 6}, {'box': [1612.5106201171875, 361.7797546386719, 97.19970703125, 195.69549560546875], 'conf': 0.6905076, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9987021684646606, 'id': 15}, {'box': [1020.874755859375, 308.94366455078125, 74.97052001953125, 206.3892364501953], 'conf': 0.7588631, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9978006482124329, 'id': 17}]"
129,2024/5/22 Wednesday 0:0:5,"[{'box': [918.79931640625, 211.68658447265625, 70.3526611328125, 126.04026794433594], 'conf': 0.69284064, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9991112351417542, 'id': 1}, {'box': [267.883056640625, 551.7972412109375, 123.06239318847656, 275.9779357910156], 'conf': 0.7659356, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999998807907104, 'id': 2}, {'box': [942.974365234375, 333.59490966796875, 94.75457763671875, 228.40867614746094], 'conf': 0.8242469, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9837747812271118, 'id': 4}, {'box': [318.67303466796875, 557.247802734375, 115.59512329101562, 247.03704833984375], 'conf': 0.73356146, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999520778656006, 'id': 5}, {'box': [498.3135070800781, 500.810791015625, 116.01239013671875, 316.9622802734375], 'conf': 0.6625107, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9569717049598694, 'id': 8}, {'box': [181.49110412597656, 556.6910400390625, 98.48712158203125, 236.71063232421875], 'conf': 0.7861581, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9156787395477295, 'id': 9}, {'box': [1227.1719970703125, 406.5398254394531, 82.994140625, 235.02789306640625], 'conf': 0.79792136, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9975542426109314, 'id': 11}, {'box': [406.25213623046875, 510.2568054199219, 97.40036010742188, 296.16168212890625], 'conf': 0.7291305, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9655674695968628, 'id': 12}, {'box': [1000.9798583984375, 203.03814697265625, 59.805419921875, 79.20523071289062], 'conf': 0.32010168, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9932112693786621, 'id': 13}, {'box': [1712.07421875, 395.420166015625, 75.9422607421875, 247.5159912109375], 'conf': 0.5193967, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.6391034126281738, 'id': 16}, {'box': [1183.512451171875, 305.674560546875, 84.38330078125, 220.07565307617188], 'conf': 0.8247793, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9991521835327148, 'id': 6}, {'box': [1612.526611328125, 360.61810302734375, 96.9610595703125, 193.26394653320312], 'conf': 0.67296636, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.999405026435852, 'id': 15}, {'box': [1018.963623046875, 307.95928955078125, 73.92742919921875, 209.12747192382812], 'conf': 0.7709406, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9984605312347412, 'id': 17}]"
130,2024/5/22 Wednesday 0:0:5,"[{'box': [919.02685546875, 210.0777587890625, 70.65643310546875, 124.71009826660156], 'conf': 0.67170155, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9985396862030029, 'id': 1}, {'box': [267.9874267578125, 552.4247436523438, 123.60032653808594, 277.0696105957031], 'conf': 0.7681615, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999998807907104, 'id': 2}, {'box': [940.5576782226562, 333.7458801269531, 96.205810546875, 227.30360412597656], 'conf': 0.82380074, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9831816554069519, 'id': 4}, {'box': [317.8115234375, 557.5789184570312, 115.77700805664062, 246.52841186523438], 'conf': 0.7367204, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999743700027466, 'id': 5}, {'box': [498.30072021484375, 502.40435791015625, 115.07699584960938, 313.6371154785156], 'conf': 0.652652, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9344434142112732, 'id': 8}, {'box': [182.4801483154297, 557.0068969726562, 98.95651245117188, 235.171630859375], 'conf': 0.7684782, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.922984778881073, 'id': 9}, {'box': [1225.0484619140625, 407.14788818359375, 84.521240234375, 234.942626953125], 'conf': 0.79630804, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9985349178314209, 'id': 11}, {'box': [407.10858154296875, 517.472412109375, 95.26934814453125, 281.39129638671875], 'conf': 0.6886901, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9635319113731384, 'id': 12}, {'box': [1001.3887939453125, 201.85142517089844, 58.99932861328125, 77.18667602539062], 'conf': 0.32431814, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9868345856666565, 'id': 13}, {'box': [1712.357177734375, 395.785888671875, 75.975341796875, 246.9610595703125], 'conf': 0.5074569, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.6766127347946167, 'id': 16}, {'box': [1183.3677978515625, 305.83685302734375, 84.07861328125, 219.59075927734375], 'conf': 0.8351863, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9989027976989746, 'id': 6}, {'box': [1612.3817138671875, 360.01324462890625, 96.6357421875, 191.67977905273438], 'conf': 0.6674813, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9993613362312317, 'id': 15}, {'box': [1018.3534545898438, 307.60406494140625, 73.5316162109375, 211.19146728515625], 'conf': 0.7690658, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9988642930984497, 'id': 17}]"
131,2024/5/22 Wednesday 0:0:5,"[{'box': [918.80712890625, 208.59890747070312, 69.97393798828125, 123.26728820800781], 'conf': 0.64034355, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.998754620552063, 'id': 1}, {'box': [268.03173828125, 552.4515991210938, 123.52047729492188, 277.5214538574219], 'conf': 0.7869909, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999997615814209, 'id': 2}, {'box': [936.7867431640625, 333.1208190917969, 100.71240234375, 228.58026123046875], 'conf': 0.8239917, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9913331866264343, 'id': 4}, {'box': [317.5938720703125, 558.0291748046875, 114.9471435546875, 247.338623046875], 'conf': 0.7456925, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.999961256980896, 'id': 5}, {'box': [498.72430419921875, 501.69586181640625, 115.1461181640625, 315.0683288574219], 'conf': 0.6940817, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9490410685539246, 'id': 8}, {'box': [182.33721923828125, 557.1344604492188, 98.18013000488281, 233.78182983398438], 'conf': 0.7553809, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9225133657455444, 'id': 9}, {'box': [1221.696533203125, 405.3017883300781, 84.6365966796875, 236.56158447265625], 'conf': 0.82656956, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9997186064720154, 'id': 11}, {'box': [407.44525146484375, 513.970703125, 94.62863159179688, 287.9977722167969], 'conf': 0.72633374, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9781344532966614, 'id': 12}, {'box': [1002.7667236328125, 199.1976318359375, 59.79052734375, 73.594482421875], 'conf': 0.23999718, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9959723353385925, 'id': 13}, {'box': [1712.84375, 395.82470703125, 77.4422607421875, 246.794921875], 'conf': 0.53547174, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.7332947850227356, 'id': 16}, {'box': [1183.550048828125, 305.5685119628906, 84.5732421875, 218.9901580810547], 'conf': 0.8287835, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9978873133659363, 'id': 6}, {'box': [1612.8994140625, 359.7807312011719, 97.01806640625, 191.23095703125], 'conf': 0.6707391, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9990808963775635, 'id': 15}, {'box': [1016.4623413085938, 307.4153747558594, 73.8839111328125, 205.80572509765625], 'conf': 0.73479617, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9990859031677246, 'id': 17}]"
