frame_number,frame_time,results
79,2024/5/22 Wednesday 0:0:3,"[{'box': [946.2572021484375, 315.5357666015625, 87.5443115234375, 230.70196533203125], 'conf': 0.8968956, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9989670515060425, 'id': 1}, {'box': [269.7360534667969, 551.26416015625, 124.73258972167969, 276.9908752441406], 'conf': 0.86089385, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999408721923828, 'id': 2}, {'box': [1165.62890625, 435.13458251953125, 109.7120361328125, 286.4816589355469], 'conf': 0.8536444, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.987147867679596, 'id': 4}, {'box': [326.08917236328125, 558.0809326171875, 108.60330200195312, 234.12335205078125], 'conf': 0.6684872, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9966051578521729, 'id': 5}, {'box': [84.62116241455078, 652.641357421875, 167.08421325683594, 263.06988525390625], 'conf': 0.77309614, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9521687626838684, 'id': 7}, {'box': [497.31597900390625, 499.9875183105469, 116.96957397460938, 323.07720947265625], 'conf': 0.3106745, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9497739672660828, 'id': 8}, {'box': [180.14776611328125, 557.9141235351562, 99.00056457519531, 237.09292602539062], 'conf': 0.7587945, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.6873196959495544, 'id': 9}, {'box': [1465.15625, 460.33349609375, 88.7740478515625, 235.06201171875], 'conf': 0.797965, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999369382858276, 'id': 11}, {'box': [402.96600341796875, 522.15966796875, 104.81015014648438, 275.78204345703125], 'conf': 0.629245, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9482852220535278, 'id': 12}, {'box': [1050.1287841796875, 310.9968566894531, 84.92889404296875, 204.09031677246094], 'conf': 0.7671518, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9652848243713379, 'id': 13}, {'box': [1707.5037841796875, 405.5339660644531, 68.324462890625, 216.95343017578125], 'conf': 0.46031043, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9397488832473755, 'id': 16}, {'box': [1186.963134765625, 264.6393127441406, 81.9964599609375, 145.66563415527344], 'conf': 0.49886307, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9974340796470642, 'id': 6}, {'box': [1624.2379150390625, 361.72021484375, 122.721435546875, 193.6600341796875], 'conf': 0.51232153, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9984910488128662, 'id': 15}]"
80,2024/5/22 Wednesday 0:0:3,"[{'box': [945.8446655273438, 314.0528564453125, 85.4154052734375, 229.73855590820312], 'conf': 0.8961701, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9988479614257812, 'id': 1}, {'box': [269.62298583984375, 550.841552734375, 124.419677734375, 277.6502685546875], 'conf': 0.8596372, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9998583793640137, 'id': 2}, {'box': [1161.531005859375, 434.6318359375, 112.5592041015625, 287.6380310058594], 'conf': 0.8560959, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9785603880882263, 'id': 4}, {'box': [324.11322021484375, 557.3868408203125, 104.16647338867188, 233.26495361328125], 'conf': 0.648958, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9979853630065918, 'id': 5}, {'box': [82.8733139038086, 652.194580078125, 164.01661682128906, 261.40777587890625], 'conf': 0.76951164, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9562748074531555, 'id': 7}, {'box': [498.359375, 500.69744873046875, 115.98495483398438, 324.2255554199219], 'conf': 0.54112244, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9505242109298706, 'id': 8}, {'box': [179.97817993164062, 557.4860229492188, 98.51597595214844, 237.98037719726562], 'conf': 0.77561945, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.7764613628387451, 'id': 9}, {'box': [1462.3880615234375, 459.6173400878906, 93.543212890625, 235.21844482421875], 'conf': 0.7947271, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999902248382568, 'id': 11}, {'box': [405.42218017578125, 531.603271484375, 98.98202514648438, 259.4646301269531], 'conf': 0.63110614, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9789690971374512, 'id': 12}, {'box': [1049.1988525390625, 310.45770263671875, 85.79400634765625, 205.0383758544922], 'conf': 0.76519334, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9761558771133423, 'id': 13}, {'box': [1707.411865234375, 404.88507080078125, 68.9520263671875, 218.0723876953125], 'conf': 0.44218946, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9568684101104736, 'id': 16}, {'box': [1187.4744873046875, 252.32150268554688, 82.008056640625, 120.02787780761719], 'conf': 0.50015897, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9857439398765564, 'id': 6}, {'box': [1616.9091796875, 362.4105224609375, 110.3072509765625, 194.52212524414062], 'conf': 0.57698107, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9982043504714966, 'id': 15}]"
81,2024/5/22 Wednesday 0:0:3,"[{'box': [946.0565185546875, 311.35491943359375, 84.5849609375, 227.7609405517578], 'conf': 0.89370775, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9975213408470154, 'id': 1}, {'box': [269.58209228515625, 550.7758178710938, 124.63888549804688, 278.0231018066406], 'conf': 0.8622872, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9998636245727539, 'id': 2}, {'box': [1155.7308349609375, 434.1036376953125, 112.196044921875, 288.4247741699219], 'conf': 0.8405146, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8310472369194031, 'id': 4}, {'box': [325.15960693359375, 557.0333862304688, 104.86813354492188, 232.21163940429688], 'conf': 0.6472264, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9985516667366028, 'id': 5}, {'box': [82.93470001220703, 651.918701171875, 164.1840362548828, 261.84356689453125], 'conf': 0.769814, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9407225251197815, 'id': 7}, {'box': [498.2431640625, 501.43280029296875, 115.53866577148438, 325.9328918457031], 'conf': 0.6120524, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9823233485221863, 'id': 8}, {'box': [179.88897705078125, 556.8690795898438, 99.24018859863281, 239.36599731445312], 'conf': 0.7787223, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9462462067604065, 'id': 9}, {'box': [1450.89697265625, 459.18304443359375, 102.90673828125, 235.28079223632812], 'conf': 0.8419026, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.999945878982544, 'id': 11}, {'box': [404.00750732421875, 533.50732421875, 101.50595092773438, 254.54461669921875], 'conf': 0.5549849, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.985077977180481, 'id': 12}, {'box': [1048.2435302734375, 310.806640625, 90.177734375, 205.4400634765625], 'conf': 0.80364984, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9752658605575562, 'id': 13}, {'box': [1707.742431640625, 404.78521728515625, 69.6553955078125, 218.14907836914062], 'conf': 0.45862705, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9648516178131104, 'id': 16}, {'box': [1188.4638671875, 259.87982177734375, 80.197265625, 136.43922424316406], 'conf': 0.52847916, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9789076447486877, 'id': 6}, {'box': [1614.06787109375, 362.6881103515625, 104.9251708984375, 194.50057983398438], 'conf': 0.60762614, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9990406632423401, 'id': 15}]"
82,2024/5/22 Wednesday 0:0:3,"[{'box': [945.2406005859375, 306.83538818359375, 81.16339111328125, 221.04913330078125], 'conf': 0.8804188, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9979813694953918, 'id': 1}, {'box': [269.4884948730469, 550.79443359375, 124.83013916015625, 278.2701110839844], 'conf': 0.85972166, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9998970031738281, 'id': 2}, {'box': [1148.826416015625, 432.91510009765625, 113.3062744140625, 290.3589172363281], 'conf': 0.8626346, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.6984599828720093, 'id': 4}, {'box': [323.8106994628906, 556.6473388671875, 106.391357421875, 230.1219482421875], 'conf': 0.625765, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9980393052101135, 'id': 5}, {'box': [85.10530090332031, 651.9063720703125, 168.501220703125, 261.83416748046875], 'conf': 0.78997016, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8739812970161438, 'id': 7}, {'box': [498.3742370605469, 501.66973876953125, 115.87615966796875, 326.3000793457031], 'conf': 0.6023436, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9811572432518005, 'id': 8}, {'box': [180.14801025390625, 556.3973388671875, 99.82316589355469, 239.70437622070312], 'conf': 0.7631846, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.876264214515686, 'id': 9}, {'box': [1440.095947265625, 459.121337890625, 111.8685302734375, 234.04586791992188], 'conf': 0.84512484, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999674558639526, 'id': 11}, {'box': [404.80804443359375, 534.2876586914062, 99.92807006835938, 252.16110229492188], 'conf': 0.54508513, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9821133017539978, 'id': 12}, {'box': [1045.615966796875, 310.63983154296875, 89.94134521484375, 205.62789916992188], 'conf': 0.8066682, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9780910015106201, 'id': 13}, {'box': [1707.954833984375, 404.2093811035156, 69.9268798828125, 219.44439697265625], 'conf': 0.47496846, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9683588743209839, 'id': 16}, {'box': [1190.116455078125, 248.5030517578125, 79.4173583984375, 113.70817565917969], 'conf': 0.725035, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9933369159698486, 'id': 6}, {'box': [1612.68310546875, 363.29278564453125, 100.1376953125, 193.69219970703125], 'conf': 0.5230516, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9985742568969727, 'id': 15}]"
83,2024/5/22 Wednesday 0:0:3,"[{'box': [945.0762329101562, 302.40594482421875, 79.18115234375, 218.0413055419922], 'conf': 0.8805192, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9974496960639954, 'id': 1}, {'box': [269.4101257324219, 550.8594970703125, 125.33314514160156, 278.41229248046875], 'conf': 0.8559573, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9998873472213745, 'id': 2}, {'box': [1141.014892578125, 432.2279052734375, 114.984619140625, 292.2811279296875], 'conf': 0.84425277, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9119872450828552, 'id': 4}, {'box': [320.93792724609375, 556.4139404296875, 107.59136962890625, 229.64474487304688], 'conf': 0.6220505, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9960058331489563, 'id': 5}, {'box': [86.2674560546875, 651.6963500976562, 170.775146484375, 261.63720703125], 'conf': 0.775659, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8094584345817566, 'id': 7}, {'box': [498.6592712402344, 502.49847412109375, 115.41619873046875, 326.3736267089844], 'conf': 0.56243724, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9760273694992065, 'id': 8}, {'box': [180.195068359375, 556.3843994140625, 100.09197998046875, 239.37249755859375], 'conf': 0.76798254, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9413543343544006, 'id': 9}, {'box': [1430.32470703125, 457.84503173828125, 120.3841552734375, 236.14260864257812], 'conf': 0.8329793, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9996687173843384, 'id': 11}, {'box': [406.75201416015625, 534.5864868164062, 95.76541137695312, 249.60232543945312], 'conf': 0.7147596, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9897974729537964, 'id': 12}, {'box': [1044.18212890625, 310.5126953125, 90.4505615234375, 206.06150817871094], 'conf': 0.8579417, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9811354279518127, 'id': 13}, {'box': [1708.51416015625, 403.1067199707031, 70.2769775390625, 221.87322998046875], 'conf': 0.4569335, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9809769988059998, 'id': 16}, {'box': [1189.31640625, 243.5581512451172, 81.917724609375, 103.37368774414062], 'conf': 0.6643617, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9927621483802795, 'id': 6}, {'box': [1611.517578125, 363.12060546875, 96.724853515625, 192.63394165039062], 'conf': 0.56313455, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9996271133422852, 'id': 15}]"
84,2024/5/22 Wednesday 0:0:3,"[{'box': [944.0640869140625, 300.09857177734375, 76.57012939453125, 213.74273681640625], 'conf': 0.8778507, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9979372024536133, 'id': 1}, {'box': [269.3170471191406, 550.8881225585938, 126.01551818847656, 278.3966979980469], 'conf': 0.8570159, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9998716115951538, 'id': 2}, {'box': [1135.121826171875, 432.1376037597656, 120.0924072265625, 291.66473388671875], 'conf': 0.8487856, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9669740200042725, 'id': 4}, {'box': [320.18609619140625, 556.1914672851562, 106.73861694335938, 230.112060546875], 'conf': 0.64019305, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9958510398864746, 'id': 5}, {'box': [87.0997314453125, 651.9620361328125, 172.41217041015625, 261.97222900390625], 'conf': 0.72925895, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8853351473808289, 'id': 7}, {'box': [498.8917236328125, 501.9586181640625, 115.56350708007812, 325.4252624511719], 'conf': 0.55117327, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9814701676368713, 'id': 8}, {'box': [180.30587768554688, 556.435546875, 99.88925170898438, 238.70596313476562], 'conf': 0.7836929, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8726896643638611, 'id': 9}, {'box': [1422.868896484375, 457.58551025390625, 125.620361328125, 237.28518676757812], 'conf': 0.81864524, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9997223019599915, 'id': 11}, {'box': [407.66064453125, 535.2804565429688, 93.94375610351562, 247.4068603515625], 'conf': 0.716559, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.986469030380249, 'id': 12}, {'box': [1041.5633544921875, 310.3908386230469, 90.38568115234375, 205.81068420410156], 'conf': 0.7601626, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9882170557975769, 'id': 13}, {'box': [1708.474365234375, 404.2427978515625, 70.39404296875, 220.2945556640625], 'conf': 0.4752084, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9728155732154846, 'id': 16}, {'box': [1190.62841796875, 242.3607177734375, 81.3314208984375, 101.1553955078125], 'conf': 0.5184897, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9923479557037354, 'id': 6}, {'box': [1611.453125, 363.04119873046875, 95.6707763671875, 191.7352294921875], 'conf': 0.57227004, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.999626636505127, 'id': 15}]"
85,2024/5/22 Wednesday 0:0:3,"[{'box': [943.213623046875, 298.1676940917969, 75.80511474609375, 214.30995178222656], 'conf': 0.88010067, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9965516328811646, 'id': 1}, {'box': [269.2947998046875, 551.0999145507812, 126.6182861328125, 277.9859313964844], 'conf': 0.86002666, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9998985528945923, 'id': 2}, {'box': [1128.5408935546875, 431.4263916015625, 121.484619140625, 291.374267578125], 'conf': 0.84939206, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9850863218307495, 'id': 4}, {'box': [320.00537109375, 556.358154296875, 100.69131469726562, 230.19589233398438], 'conf': 0.62268645, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9949427247047424, 'id': 5}, {'box': [87.3165283203125, 652.4174194335938, 172.76580810546875, 262.8150634765625], 'conf': 0.6868769, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.6706627011299133, 'id': 7}, {'box': [498.99713134765625, 501.7664794921875, 115.91030883789062, 323.9845886230469], 'conf': 0.6139048, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9788852334022522, 'id': 8}, {'box': [180.50869750976562, 556.6429443359375, 98.77891540527344, 237.8414306640625], 'conf': 0.79600847, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8684549927711487, 'id': 9}, {'box': [1417.3985595703125, 457.41546630859375, 122.177490234375, 237.29141235351562], 'conf': 0.85249865, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9998871088027954, 'id': 11}, {'box': [406.8509521484375, 534.6741943359375, 95.51251220703125, 250.12200927734375], 'conf': 0.73168314, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9773818254470825, 'id': 12}, {'box': [1038.156494140625, 310.0115966796875, 90.5731201171875, 206.6570281982422], 'conf': 0.8061342, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9889546632766724, 'id': 13}, {'box': [1708.4371337890625, 401.33941650390625, 70.593505859375, 226.29830932617188], 'conf': 0.4540847, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9620386958122253, 'id': 16}, {'box': [1192.63623046875, 242.04165649414062, 79.0546875, 98.65177917480469], 'conf': 0.5053482, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9938979744911194, 'id': 6}, {'box': [1611.781494140625, 362.98040771484375, 96.2298583984375, 191.47238159179688], 'conf': 0.53488475, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9994962215423584, 'id': 15}]"
86,2024/5/22 Wednesday 0:0:3,"[{'box': [941.7720336914062, 297.5903625488281, 75.65869140625, 215.5964813232422], 'conf': 0.8767168, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9954102635383606, 'id': 1}, {'box': [269.3127746582031, 551.2931518554688, 127.08905029296875, 277.4395751953125], 'conf': 0.8558057, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.999897837638855, 'id': 2}, {'box': [1124.75537109375, 429.97296142578125, 121.369384765625, 291.6074523925781], 'conf': 0.8288264, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9681996703147888, 'id': 4}, {'box': [322.25885009765625, 554.8309326171875, 103.07241821289062, 229.31939697265625], 'conf': 0.6595966, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.995640754699707, 'id': 5}, {'box': [85.68244171142578, 652.8681030273438, 169.3712921142578, 262.5155029296875], 'conf': 0.6226914, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9011885523796082, 'id': 7}, {'box': [498.9995422363281, 501.2412109375, 115.56976318359375, 323.3786315917969], 'conf': 0.63891554, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.979013204574585, 'id': 8}, {'box': [180.5716552734375, 556.473876953125, 98.79725646972656, 238.00775146484375], 'conf': 0.793013, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9182655215263367, 'id': 9}, {'box': [1414.012451171875, 456.86846923828125, 119.1588134765625, 235.31484985351562], 'conf': 0.84639114, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999659061431885, 'id': 11}, {'box': [407.1539306640625, 534.7614135742188, 94.95458984375, 249.84085083007812], 'conf': 0.7281592, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9898067116737366, 'id': 12}, {'box': [1035.6605224609375, 309.7750244140625, 89.76971435546875, 206.47418212890625], 'conf': 0.8082799, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9855819344520569, 'id': 13}, {'box': [1708.45947265625, 400.91021728515625, 70.1314697265625, 227.35586547851562], 'conf': 0.435627, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9227809906005859, 'id': 16}, {'box': [1195.2083740234375, 242.08135986328125, 75.87255859375, 99.86808776855469], 'conf': 0.5996165, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9986000657081604, 'id': 6}, {'box': [1611.790283203125, 362.76123046875, 96.0294189453125, 190.965576171875], 'conf': 0.52334124, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9994789958000183, 'id': 15}]"
87,2024/5/22 Wednesday 0:0:3,"[{'box': [940.2704467773438, 297.64501953125, 74.3544921875, 216.31776428222656], 'conf': 0.87204653, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9962121248245239, 'id': 1}, {'box': [269.2729187011719, 551.3316650390625, 127.5592041015625, 277.30035400390625], 'conf': 0.8549008, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999157190322876, 'id': 2}, {'box': [1120.034912109375, 426.0009765625, 115.7716064453125, 285.8157958984375], 'conf': 0.8330713, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.957983136177063, 'id': 4}, {'box': [324.61273193359375, 554.2945556640625, 100.6883544921875, 229.87994384765625], 'conf': 0.6688578, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9986326098442078, 'id': 5}, {'box': [84.84339904785156, 653.23681640625, 167.72174072265625, 262.87030029296875], 'conf': 0.6182193, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8724524974822998, 'id': 7}, {'box': [498.9349670410156, 501.45733642578125, 115.45892333984375, 322.9379577636719], 'conf': 0.6113546, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9764152765274048, 'id': 8}, {'box': [180.4730987548828, 556.0875854492188, 99.32159423828125, 238.94760131835938], 'conf': 0.7969684, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9400358200073242, 'id': 9}, {'box': [1412.3404541015625, 455.48797607421875, 114.9697265625, 236.39016723632812], 'conf': 0.8529004, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999010562896729, 'id': 11}, {'box': [407.819091796875, 535.2288818359375, 93.71160888671875, 248.00289916992188], 'conf': 0.71989906, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9734897613525391, 'id': 12}, {'box': [1032.8885498046875, 308.97686767578125, 88.47052001953125, 206.47634887695312], 'conf': 0.804566, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9978721141815186, 'id': 13}, {'box': [1708.650634765625, 402.98858642578125, 69.8016357421875, 223.23880004882812], 'conf': 0.4098239, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.910201370716095, 'id': 16}, {'box': [1196.402587890625, 243.0268096923828, 75.5206298828125, 99.23562622070312], 'conf': 0.53620875, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.999395489692688, 'id': 6}, {'box': [1612.39892578125, 362.1005859375, 98.6531982421875, 191.09439086914062], 'conf': 0.6113463, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9989401698112488, 'id': 15}]"
88,2024/5/22 Wednesday 0:0:3,"[{'box': [938.6742553710938, 299.3910217285156, 74.4686279296875, 220.0535430908203], 'conf': 0.86842495, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9977039694786072, 'id': 1}, {'box': [269.4055480957031, 551.3829345703125, 128.1102752685547, 277.273193359375], 'conf': 0.85044503, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9999241828918457, 'id': 2}, {'box': [1117.6168212890625, 422.33477783203125, 115.858154296875, 280.8355407714844], 'conf': 0.8303166, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9731566309928894, 'id': 4}, {'box': [327.1080017089844, 554.4107666015625, 99.76129150390625, 230.65548706054688], 'conf': 0.6911723, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9956698417663574, 'id': 5}, {'box': [83.5958251953125, 653.1739501953125, 165.21005249023438, 263.71051025390625], 'conf': 0.5957044, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8780100345611572, 'id': 7}, {'box': [498.59124755859375, 501.6725158691406, 115.4814453125, 323.33770751953125], 'conf': 0.632133, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9755861759185791, 'id': 8}, {'box': [180.30421447753906, 556.0430908203125, 98.92044067382812, 239.50796508789062], 'conf': 0.8064228, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9383473992347717, 'id': 9}, {'box': [1409.3258056640625, 454.27581787109375, 110.984375, 235.0877685546875], 'conf': 0.8645471, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9998304843902588, 'id': 11}, {'box': [405.8108215332031, 534.4501953125, 97.38751220703125, 250.20782470703125], 'conf': 0.7062918, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9876525402069092, 'id': 12}, {'box': [1029.454833984375, 307.51959228515625, 87.806640625, 208.71224975585938], 'conf': 0.81322896, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9988253712654114, 'id': 13}, {'box': [1708.8897705078125, 401.71240234375, 70.155517578125, 225.9068603515625], 'conf': 0.42727455, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8648539781570435, 'id': 16}, {'box': [1196.030517578125, 242.67575073242188, 76.5567626953125, 98.23643493652344], 'conf': 0.40446615, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9981428384780884, 'id': 6}, {'box': [1612.59130859375, 361.61041259765625, 99.7655029296875, 190.7564697265625], 'conf': 0.6607826, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9986121654510498, 'id': 15}]"
