1140,713
1030,872
1042,1111
1137,1284
1257,1364
1573,1388
1830,1320
1974,1212
2075,994
2135,836
2108,633
2081,474
2010,349
1926,331
1768,376
1585,439
1394,504
1236,618
1143,704
