frame_number,frame_time,results
180,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4217529296875, 194.50180053710938, 46.920379638671875, 90.35169982910156], 'conf': 0.90712416, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.582275390625, 328.1900634765625, 33.67620849609375, 53.657012939453125], 'conf': 0.81247354, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.65570068359375, 304.4674072265625, 202.84478759765625, 77.08798217773438], 'conf': 0.69740194, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.7916259765625, 244.6812286376953, 64.42303466796875, 46.506378173828125], 'conf': 0.56964374, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.2841796875, 62.28642654418945, 208.53854370117188, 123.7328872680664], 'conf': 0.59592694, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6911543011665344, 'id': 5}, {'box': [430.029052734375, 313.5870056152344, 333.3636779785156, 168.7867431640625], 'conf': 0.7308213, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999983310699463, 'id': 6}, {'box': [781.6759033203125, 442.8725280761719, 133.13763427734375, 194.24041748046875], 'conf': 0.22907014, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.6060946583747864, 'id': 9}]"
181,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4296569824219, 194.49998474121094, 46.92108154296875, 90.3446044921875], 'conf': 0.9073044, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.587158203125, 328.1741638183594, 33.6812744140625, 53.661376953125], 'conf': 0.8265858, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.6195068359375, 304.4571228027344, 202.94296264648438, 77.067138671875], 'conf': 0.70559037, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.793701171875, 244.69833374023438, 64.41204833984375, 46.5223388671875], 'conf': 0.5704706, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.2472534179688, 62.300838470458984, 208.4942626953125, 123.78580474853516], 'conf': 0.5914202, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6911543011665344, 'id': 5}, {'box': [429.9791259765625, 313.39459228515625, 333.5262451171875, 168.6175994873047], 'conf': 0.70334476, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999982118606567, 'id': 6}, {'box': [779.9339599609375, 445.5968017578125, 127.4068603515625, 188.95419311523438], 'conf': 0.25529036, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.8934675455093384, 'id': 9}]"
182,2024/5/22 Wednesday 0:0:8,"[{'box': [472.44647216796875, 194.50094604492188, 46.936859130859375, 90.33782958984375], 'conf': 0.90811974, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5908203125, 328.181396484375, 33.69378662109375, 53.675201416015625], 'conf': 0.82791036, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.6531677246094, 304.4232482910156, 202.947021484375, 77.13031005859375], 'conf': 0.7129908, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.797607421875, 244.67721557617188, 64.42938232421875, 46.54277038574219], 'conf': 0.5296049, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.2720947265625, 62.33248519897461, 208.49945068359375, 123.86568450927734], 'conf': 0.58917785, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6911543011665344, 'id': 5}, {'box': [429.99871826171875, 313.11285400390625, 333.3707580566406, 168.70590209960938], 'conf': 0.7345747, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999982118606567, 'id': 6}, {'box': [778.6610717773438, 446.4810791015625, 124.4864501953125, 186.23828125], 'conf': 0.32058, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.9032843708992004, 'id': 9}]"
183,2024/5/22 Wednesday 0:0:8,"[{'box': [472.44122314453125, 194.50991821289062, 46.928192138671875, 90.32279968261719], 'conf': 0.9087785, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.58349609375, 328.16876220703125, 33.70025634765625, 53.632293701171875], 'conf': 0.8524001, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.561279296875, 304.43377685546875, 203.22686767578125, 77.12005615234375], 'conf': 0.73688334, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.79052734375, 244.66964721679688, 64.43780517578125, 46.5223388671875], 'conf': 0.52971005, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.2188720703125, 62.397117614746094, 208.48980712890625, 123.98724365234375], 'conf': 0.5999646, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6911543011665344, 'id': 5}, {'box': [429.78851318359375, 312.9068603515625, 332.8562927246094, 168.80601501464844], 'conf': 0.7127859, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999979734420776, 'id': 6}, {'box': [779.4730224609375, 445.07373046875, 124.38165283203125, 189.06167602539062], 'conf': 0.36674705, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.8298581838607788, 'id': 9}]"
184,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4273681640625, 194.483154296875, 46.911834716796875, 90.33204650878906], 'conf': 0.90831244, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.571044921875, 328.14544677734375, 33.7122802734375, 53.629913330078125], 'conf': 0.8405862, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.44659423828125, 304.42529296875, 203.38204956054688, 77.00289916992188], 'conf': 0.7433293, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.7886962890625, 244.65316772460938, 64.444580078125, 46.5078125], 'conf': 0.51903015, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.1103515625, 62.31105041503906, 208.464111328125, 123.890869140625], 'conf': 0.60363925, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6911543011665344, 'id': 5}, {'box': [429.7215576171875, 313.20135498046875, 332.59765625, 168.08697509765625], 'conf': 0.7346764, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999984502792358, 'id': 6}, {'box': [779.396484375, 444.9461669921875, 122.4088134765625, 191.01559448242188], 'conf': 0.4442496, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.916728675365448, 'id': 9}]"
185,2024/5/22 Wednesday 0:0:8,"[{'box': [472.42608642578125, 194.46311950683594, 46.890716552734375, 90.36373901367188], 'conf': 0.90739685, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5643310546875, 328.16326904296875, 33.7330322265625, 53.6639404296875], 'conf': 0.8355765, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.4635314941406, 304.48712158203125, 203.277587890625, 76.93240356445312], 'conf': 0.7368749, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.7933349609375, 244.64288330078125, 64.45318603515625, 46.50004577636719], 'conf': 0.5145141, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.0955200195312, 62.289058685302734, 208.39517211914062, 123.84735870361328], 'conf': 0.5983177, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6911543011665344, 'id': 5}, {'box': [429.73773193359375, 313.03997802734375, 332.6062927246094, 168.2906951904297], 'conf': 0.72631145, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999983310699463, 'id': 6}, {'box': [779.5675048828125, 445.24237060546875, 120.85357666015625, 191.474365234375], 'conf': 0.4598039, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.651156485080719, 'id': 9}]"
186,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4360046386719, 194.46160888671875, 46.91796875, 90.36856079101562], 'conf': 0.90899974, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5708618164062, 328.16827392578125, 33.712890625, 53.649993896484375], 'conf': 0.82379097, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.3716735839844, 304.5389404296875, 203.41943359375, 76.87661743164062], 'conf': 0.74974984, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.7899169921875, 244.63987731933594, 64.45892333984375, 46.506011962890625], 'conf': 0.50929546, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.0919189453125, 62.26805877685547, 208.36007690429688, 123.80854797363281], 'conf': 0.60899186, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6911543011665344, 'id': 5}, {'box': [429.72308349609375, 313.0276794433594, 332.7322692871094, 168.67762756347656], 'conf': 0.6575308, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999983310699463, 'id': 6}, {'box': [779.4488525390625, 445.45166015625, 119.90521240234375, 191.8175048828125], 'conf': 0.42931232, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.5095611810684204, 'id': 9}]"
187,2024/5/22 Wednesday 0:0:8,"[{'box': [472.437255859375, 194.43321228027344, 46.906524658203125, 90.35702514648438], 'conf': 0.9094472, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.572509765625, 328.14337158203125, 33.7099609375, 53.668060302734375], 'conf': 0.81994486, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.3517761230469, 304.5929260253906, 203.35125732421875, 76.7685546875], 'conf': 0.74672025, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.7919921875, 244.6490936279297, 64.45880126953125, 46.501007080078125], 'conf': 0.5122606, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.0757446289062, 62.32926940917969, 208.55764770507812, 123.94242858886719], 'conf': 0.61534464, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6911543011665344, 'id': 5}, {'box': [429.6226501464844, 312.6820068359375, 333.30438232421875, 169.55484008789062], 'conf': 0.66346514, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999978542327881, 'id': 6}, {'box': [779.3118896484375, 445.41082763671875, 120.00103759765625, 192.25381469726562], 'conf': 0.6268286, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.5184734463691711, 'id': 9}]"
188,2024/5/22 Wednesday 0:0:8,"[{'box': [472.446044921875, 194.41748046875, 46.91473388671875, 90.37223815917969], 'conf': 0.9101943, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5751953125, 328.1400146484375, 33.7066650390625, 53.648773193359375], 'conf': 0.823539, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.31072998046875, 304.61785888671875, 203.38833618164062, 76.73941040039062], 'conf': 0.7542798, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.8017578125, 244.57151794433594, 64.44781494140625, 46.582733154296875], 'conf': 0.40806574, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.1400756835938, 62.355621337890625, 208.73471069335938, 124.03041076660156], 'conf': 0.61525154, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [429.6409606933594, 312.8610534667969, 333.43414306640625, 169.4888153076172], 'conf': 0.64043057, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999997615814209, 'id': 6}, {'box': [779.38427734375, 445.916748046875, 120.00177001953125, 191.91567993164062], 'conf': 0.61475486, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.5680516958236694, 'id': 9}]"
189,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4424743652344, 194.43014526367188, 46.9068603515625, 90.36573791503906], 'conf': 0.9100055, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.57763671875, 328.16522216796875, 33.6807861328125, 53.64306640625], 'conf': 0.81983465, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.31097412109375, 304.66607666015625, 203.41494750976562, 76.82354736328125], 'conf': 0.75508434, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.803466796875, 244.52133178710938, 64.4483642578125, 46.62156677246094], 'conf': 0.39242926, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.1972045898438, 62.409934997558594, 208.76705932617188, 124.10762023925781], 'conf': 0.607785, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [429.70166015625, 312.69775390625, 333.4433898925781, 169.29714965820312], 'conf': 0.66973376, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999973773956299, 'id': 6}, {'box': [779.8018188476562, 445.76708984375, 120.792724609375, 191.93838500976562], 'conf': 0.5981189, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.5907548069953918, 'id': 9}]"
190,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4320068359375, 194.4532470703125, 46.898284912109375, 90.35696411132812], 'conf': 0.90855515, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5772094726562, 328.205322265625, 33.6556396484375, 53.658050537109375], 'conf': 0.81147295, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.324951171875, 304.7066650390625, 203.32916259765625, 76.88674926757812], 'conf': 0.7372456, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.8070068359375, 244.50665283203125, 64.44342041015625, 46.62828063964844], 'conf': 0.3939028, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.211181640625, 62.42633056640625, 208.75448608398438, 124.11640930175781], 'conf': 0.6024875, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [429.8697509765625, 313.04132080078125, 333.4539794921875, 168.70401000976562], 'conf': 0.7292402, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999983310699463, 'id': 6}, {'box': [780.025390625, 446.146484375, 120.805419921875, 191.006591796875], 'conf': 0.5385179, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.7083878517150879, 'id': 9}]"
191,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4322814941406, 194.47206115722656, 46.901611328125, 90.37081909179688], 'conf': 0.9082781, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.58447265625, 328.230712890625, 33.63116455078125, 53.65582275390625], 'conf': 0.8037678, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.35211181640625, 304.6874694824219, 203.23092651367188, 76.97174072265625], 'conf': 0.7313436, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.80908203125, 244.50852966308594, 64.4442138671875, 46.619293212890625], 'conf': 0.40038309, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.2410888671875, 62.4293098449707, 208.75863647460938, 124.07202911376953], 'conf': 0.607257, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [429.9439697265625, 313.27337646484375, 333.4905700683594, 168.39044189453125], 'conf': 0.72458816, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999983310699463, 'id': 6}, {'box': [780.4873046875, 446.39447021484375, 121.36651611328125, 190.45565795898438], 'conf': 0.5123717, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.6478727459907532, 'id': 9}]"
192,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4276123046875, 194.4599609375, 46.890838623046875, 90.38417053222656], 'conf': 0.9081311, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5845947265625, 328.2408447265625, 33.62567138671875, 53.68084716796875], 'conf': 0.8013004, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.31256103515625, 304.68017578125, 203.3035888671875, 76.98870849609375], 'conf': 0.7431315, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.8148193359375, 244.50267028808594, 64.45184326171875, 46.625091552734375], 'conf': 0.38941717, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.271728515625, 62.48091506958008, 208.79412841796875, 124.22338104248047], 'conf': 0.6080685, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [430.0390319824219, 313.5480651855469, 333.03546142578125, 168.0033721923828], 'conf': 0.7692304, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999984502792358, 'id': 6}, {'box': [781.1052856445312, 446.1758728027344, 121.91064453125, 191.79315185546875], 'conf': 0.50310034, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.6326385140419006, 'id': 9}]"
193,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4147644042969, 194.47625732421875, 46.8878173828125, 90.34866333007812], 'conf': 0.907925, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.572265625, 328.257568359375, 33.63079833984375, 53.701629638671875], 'conf': 0.8055346, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.23297119140625, 304.7008361816406, 203.42257690429688, 76.97833251953125], 'conf': 0.7540483, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.820068359375, 244.49261474609375, 64.4598388671875, 46.63226318359375], 'conf': 0.39469135, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.2318115234375, 62.51320266723633, 208.73171997070312, 124.2712631225586], 'conf': 0.6045052, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [430.0321044921875, 313.6137390136719, 332.9824523925781, 167.78453063964844], 'conf': 0.7694494, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999982118606567, 'id': 6}, {'box': [780.373779296875, 447.3060302734375, 120.39349365234375, 190.05810546875], 'conf': 0.4647923, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.859923243522644, 'id': 9}]"
194,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4248046875, 194.4847412109375, 46.915863037109375, 90.38494873046875], 'conf': 0.9089842, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5753173828125, 328.2808837890625, 33.6275634765625, 53.70489501953125], 'conf': 0.7941666, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.3657531738281, 304.7303466796875, 203.16668701171875, 77.01797485351562], 'conf': 0.7228006, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.8271484375, 244.47451782226562, 64.4678955078125, 46.64222717285156], 'conf': 0.3844689, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.2052001953125, 62.55640411376953, 208.80072021484375, 124.331298828125], 'conf': 0.5961984, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [430.2005920410156, 314.0728454589844, 333.00592041015625, 166.9923553466797], 'conf': 0.7863572, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999983310699463, 'id': 6}, {'box': [780.1824340820312, 446.82171630859375, 119.316162109375, 191.2120361328125], 'conf': 0.41785327, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.5823244452476501, 'id': 9}, {'box': [229.77508544921875, 159.84402465820312, 63.82313537597656, 52.57716369628906], 'conf': 0.54570323, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9998548030853271, 'id': 11}]"
195,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4269714355469, 194.48141479492188, 46.9212646484375, 90.40687561035156], 'conf': 0.9064474, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5769653320312, 328.2801818847656, 33.612548828125, 53.6839599609375], 'conf': 0.79092216, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.39312744140625, 304.7491455078125, 203.12860107421875, 77.01229858398438], 'conf': 0.7208635, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.819091796875, 244.51214599609375, 64.4403076171875, 46.60261535644531], 'conf': 0.42889667, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.2052001953125, 62.564178466796875, 208.89578247070312, 124.33580017089844], 'conf': 0.59171987, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [430.1168212890625, 314.17950439453125, 333.1827392578125, 166.94290161132812], 'conf': 0.79345125, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999983310699463, 'id': 6}, {'box': [781.0905151367188, 446.16339111328125, 121.956298828125, 192.333984375], 'conf': 0.32091507, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.8409090042114258, 'id': 9}, {'box': [230.25796508789062, 160.11105346679688, 63.51847839355469, 52.94902038574219], 'conf': 0.5600734, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9998389482498169, 'id': 11}]"
196,2024/5/22 Wednesday 0:0:8,"[{'box': [472.4393005371094, 194.47666931152344, 46.92840576171875, 90.42193603515625], 'conf': 0.90757746, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9492068290710449, 'id': 1}, {'box': [539.5813598632812, 328.28826904296875, 33.5992431640625, 53.688629150390625], 'conf': 0.762218, 'label_id': 'mouse', 'sub_labels': 'other', 'sub_labels_conf': 0.5467281937599182, 'id': 2}, {'box': [409.42706298828125, 304.70538330078125, 203.13031005859375, 77.12240600585938], 'conf': 0.7231544, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9978439807891846, 'id': 3}, {'box': [1030.8367919921875, 244.56689453125, 64.41448974609375, 46.57844543457031], 'conf': 0.47195858, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996098875999451, 'id': 4}, {'box': [546.15185546875, 62.48591232299805, 208.70745849609375, 124.1788558959961], 'conf': 0.5922188, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.7668396830558777, 'id': 5}, {'box': [430.0370788574219, 314.14141845703125, 333.26910400390625, 166.9478302001953], 'conf': 0.7599215, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999983310699463, 'id': 6}, {'box': [783.4512939453125, 444.89715576171875, 128.24896240234375, 192.68325805664062], 'conf': 0.31072178, 'label_id': 'backpack', 'sub_labels': 'other', 'sub_labels_conf': 0.5407094955444336, 'id': 9}, {'box': [229.92857360839844, 159.82510375976562, 63.659637451171875, 52.54295349121094], 'conf': 0.5737727, 'label_id': 'bottle', 'sub_labels': 'other', 'sub_labels_conf': 0.9998548030853271, 'id': 11}]"
