frame_number,frame_time,results
55,2024/5/22 Wednesday 0:0:3,"[{'box': [472.45538330078125, 194.59109497070312, 47.06109619140625, 90.35166931152344], 'conf': 0.9091732, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.6226196289062, 328.2414855957031, 33.7100830078125, 53.40692138671875], 'conf': 0.79764867, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.62982177734375, 304.3176574707031, 203.34664916992188, 76.35003662109375], 'conf': 0.72236675, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.9248046875, 244.98004150390625, 64.42974853515625, 46.19036865234375], 'conf': 0.71522236, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.4533081054688, 61.05391311645508, 206.4453125, 120.66890716552734], 'conf': 0.5804282, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6787808537483215, 'id': 5}, {'box': [431.0308837890625, 313.3704833984375, 334.7735900878906, 169.83932495117188], 'conf': 0.64938956, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999982118606567, 'id': 6}, {'box': [783.3922729492188, 321.84796142578125, 209.9671630859375, 76.30087280273438], 'conf': 0.38058355, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9873363375663757, 'id': 7}]"
56,2024/5/22 Wednesday 0:0:3,"[{'box': [472.45330810546875, 194.59548950195312, 47.0106201171875, 90.30714416503906], 'conf': 0.907056, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.630615234375, 328.22088623046875, 33.72003173828125, 53.42578125], 'conf': 0.802292, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.60394287109375, 304.308349609375, 203.42599487304688, 76.2723388671875], 'conf': 0.72463614, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.924560546875, 244.95423889160156, 64.4273681640625, 46.203582763671875], 'conf': 0.68890446, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.4525756835938, 60.906734466552734, 206.48593139648438, 120.37444305419922], 'conf': 0.58470327, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6874883770942688, 'id': 5}, {'box': [430.863037109375, 313.2376708984375, 334.6279602050781, 170.57730102539062], 'conf': 0.61612767, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [806.6558837890625, 328.07867431640625, 256.28399658203125, 89.81060791015625], 'conf': 0.5647587, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.817041277885437, 'id': 7}]"
57,2024/5/22 Wednesday 0:0:3,"[{'box': [472.44378662109375, 194.6117401123047, 46.96435546875, 90.25387573242188], 'conf': 0.9064726, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.64794921875, 328.2380676269531, 33.73651123046875, 53.45684814453125], 'conf': 0.8184966, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.6483459472656, 304.3356628417969, 203.540283203125, 76.12249755859375], 'conf': 0.7295956, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.926513671875, 244.93914794921875, 64.428955078125, 46.22221374511719], 'conf': 0.68078166, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.4507446289062, 60.801856994628906, 206.48672485351562, 120.15522766113281], 'conf': 0.5953272, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6874883770942688, 'id': 5}, {'box': [430.52496337890625, 312.8582458496094, 334.5735168457031, 170.6735076904297], 'conf': 0.47860909, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999986886978149, 'id': 6}, {'box': [812.2426147460938, 329.99945068359375, 275.2169189453125, 94.27130126953125], 'conf': 0.4178053, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.6327131986618042, 'id': 7}]"
58,2024/5/22 Wednesday 0:0:3,"[{'box': [472.4446716308594, 194.62850952148438, 46.98541259765625, 90.27934265136719], 'conf': 0.90748215, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.6077880859375, 328.2848815917969, 33.50701904296875, 53.52728271484375], 'conf': 0.8166765, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.67047119140625, 304.2976989746094, 203.32855224609375, 76.16851806640625], 'conf': 0.71073985, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.9293212890625, 244.95864868164062, 64.42547607421875, 46.21324157714844], 'conf': 0.713957, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.3671264648438, 60.96965408325195, 206.29598999023438, 120.47095489501953], 'conf': 0.5986344, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6874883770942688, 'id': 5}, {'box': [430.55340576171875, 313.040283203125, 334.7657470703125, 169.96917724609375], 'conf': 0.6375721, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [801.7515869140625, 330.61297607421875, 308.7530517578125, 96.33456420898438], 'conf': 0.3584684, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.872448742389679, 'id': 7}]"
59,2024/5/22 Wednesday 0:0:3,"[{'box': [472.4386901855469, 194.61862182617188, 46.9814453125, 90.29646301269531], 'conf': 0.90652746, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.5936279296875, 328.298095703125, 33.4034423828125, 53.55487060546875], 'conf': 0.8078988, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.64501953125, 304.31304931640625, 203.20703125, 76.157470703125], 'conf': 0.70757246, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.9171142578125, 244.96163940429688, 64.42950439453125, 46.19102478027344], 'conf': 0.6972016, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.3425903320312, 60.89220428466797, 206.2188720703125, 120.33079528808594], 'conf': 0.5934274, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6874883770942688, 'id': 5}, {'box': [430.6082458496094, 313.2087707519531, 334.65899658203125, 169.67742919921875], 'conf': 0.6777895, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [811.974853515625, 331.15667724609375, 294.24365234375, 97.06976318359375], 'conf': 0.33496588, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.8783713579177856, 'id': 7}]"
60,2024/5/22 Wednesday 0:0:3,"[{'box': [472.45025634765625, 194.62161254882812, 47.01275634765625, 90.30839538574219], 'conf': 0.90774167, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.5908203125, 328.3145751953125, 33.36480712890625, 53.559478759765625], 'conf': 0.8030793, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.67547607421875, 304.3106384277344, 203.0880126953125, 76.169189453125], 'conf': 0.70859945, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.90283203125, 244.98825073242188, 64.43505859375, 46.1634521484375], 'conf': 0.71315026, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.28515625, 60.80759811401367, 206.02151489257812, 120.10265350341797], 'conf': 0.61739737, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6874883770942688, 'id': 5}, {'box': [430.60369873046875, 313.3411865234375, 334.5975646972656, 169.52554321289062], 'conf': 0.69398195, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [818.280029296875, 331.1407165527344, 283.1292724609375, 96.642822265625], 'conf': 0.50184774, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5766479969024658, 'id': 7}]"
61,2024/5/22 Wednesday 0:0:3,"[{'box': [472.4623718261719, 194.60556030273438, 47.05084228515625, 90.32650756835938], 'conf': 0.9089395, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.58251953125, 328.31756591796875, 33.34735107421875, 53.56011962890625], 'conf': 0.7966348, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.6582946777344, 304.31591796875, 203.18743896484375, 76.15682983398438], 'conf': 0.72143346, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.9072265625, 245.00555419921875, 64.4266357421875, 46.15812683105469], 'conf': 0.7180535, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996546506881714, 'id': 4}, {'box': [545.4137573242188, 61.1060905456543, 206.22409057617188, 120.73192596435547], 'conf': 0.62726676, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6787808537483215, 'id': 5}, {'box': [430.53466796875, 313.5262145996094, 334.319580078125, 169.76185607910156], 'conf': 0.69208646, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [823.59765625, 331.25311279296875, 271.78350830078125, 96.23587036132812], 'conf': 0.57709706, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5322979092597961, 'id': 7}]"
62,2024/5/22 Wednesday 0:0:3,"[{'box': [472.4653625488281, 194.6017303466797, 47.043701171875, 90.3336181640625], 'conf': 0.909667, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.6063232421875, 328.2883605957031, 33.54388427734375, 53.548583984375], 'conf': 0.79989916, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.6458740234375, 304.34417724609375, 203.19381713867188, 76.13998413085938], 'conf': 0.7250969, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.915283203125, 245.0133056640625, 64.41900634765625, 46.14581298828125], 'conf': 0.7061848, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996546506881714, 'id': 4}, {'box': [545.5250854492188, 61.3070182800293, 206.48965454101562, 121.20499420166016], 'conf': 0.6229357, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6787808537483215, 'id': 5}, {'box': [430.4962463378906, 313.43316650390625, 334.14605712890625, 170.1846160888672], 'conf': 0.6617115, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [828.7400512695312, 329.73394775390625, 261.232421875, 92.56890869140625], 'conf': 0.49425316, 'label_id': 'keyboard', 'sub_labels': 'other', 'sub_labels_conf': 0.9862100481987, 'id': 7}]"
63,2024/5/22 Wednesday 0:0:3,"[{'box': [472.46112060546875, 194.60784912109375, 47.028900146484375, 90.31657409667969], 'conf': 0.90946287, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.62109375, 328.267822265625, 33.621826171875, 53.5052490234375], 'conf': 0.8185794, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.54290771484375, 304.35113525390625, 203.33319091796875, 76.09762573242188], 'conf': 0.7396626, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.91650390625, 245.00933837890625, 64.4169921875, 46.15174865722656], 'conf': 0.70730096, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996546506881714, 'id': 4}, {'box': [545.5374755859375, 61.2934684753418, 206.4656982421875, 121.15364837646484], 'conf': 0.6185411, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6787808537483215, 'id': 5}, {'box': [430.595703125, 313.48553466796875, 334.0922546386719, 170.54811096191406], 'conf': 0.65918803, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [830.952392578125, 331.05426025390625, 256.79180908203125, 94.234619140625], 'conf': 0.40237582, 'label_id': 'keyboard', 'sub_labels': 'other', 'sub_labels_conf': 0.7912467122077942, 'id': 7}]"
64,2024/5/22 Wednesday 0:0:3,"[{'box': [472.47064208984375, 194.5962371826172, 47.05364990234375, 90.32928466796875], 'conf': 0.91016257, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.62939453125, 328.2361145019531, 33.655029296875, 53.44927978515625], 'conf': 0.8101762, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.56329345703125, 304.3716735839844, 203.39437866210938, 76.1282958984375], 'conf': 0.7376056, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.911376953125, 245.00152587890625, 64.4105224609375, 46.18721008300781], 'conf': 0.709087, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996546506881714, 'id': 4}, {'box': [545.4813232421875, 61.19962692260742, 206.3082275390625, 120.90233612060547], 'conf': 0.6310547, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6787808537483215, 'id': 5}, {'box': [430.5755615234375, 313.01129150390625, 334.5469055175781, 170.16481018066406], 'conf': 0.55879384, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.999998927116394, 'id': 6}, {'box': [830.3826293945312, 331.6032409667969, 257.43359375, 94.7403564453125], 'conf': 0.20898819, 'label_id': 'keyboard', 'sub_labels': 'other', 'sub_labels_conf': 0.7297433614730835, 'id': 7}, {'box': [748.8836669921875, 468.6799011230469, 276.45733642578125, 388.85565185546875], 'conf': 0.64531344, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.8603358864784241, 'id': 8}]"
65,2024/5/22 Wednesday 0:0:3,"[{'box': [472.4604187011719, 194.60861206054688, 47.0267333984375, 90.31755065917969], 'conf': 0.90795237, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.6427612304688, 328.23321533203125, 33.631103515625, 53.423980712890625], 'conf': 0.8090842, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.56610107421875, 304.3656921386719, 203.37985229492188, 76.1385498046875], 'conf': 0.7332939, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.9068603515625, 244.95648193359375, 64.40972900390625, 46.21563720703125], 'conf': 0.6679236, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.4530639648438, 61.07820129394531, 206.07937622070312, 120.59085083007812], 'conf': 0.63549685, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6787808537483215, 'id': 5}, {'box': [430.4505615234375, 312.87542724609375, 334.4197998046875, 169.5565948486328], 'conf': 0.59018385, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999985694885254, 'id': 6}, {'box': [829.731201171875, 331.3827209472656, 258.4000244140625, 96.0377197265625], 'conf': 0.42844707, 'label_id': 'keyboard', 'sub_labels': 'other', 'sub_labels_conf': 0.7704927325248718, 'id': 7}, {'box': [748.39111328125, 463.8970031738281, 274.89910888671875, 387.94732666015625], 'conf': 0.6284869, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.7079337239265442, 'id': 8}]"
66,2024/5/22 Wednesday 0:0:3,"[{'box': [472.46282958984375, 194.64743041992188, 47.013641357421875, 90.29447937011719], 'conf': 0.90682113, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.65966796875, 328.2447509765625, 33.635498046875, 53.388214111328125], 'conf': 0.81516105, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.54644775390625, 304.3489990234375, 203.3917236328125, 76.04598999023438], 'conf': 0.72815067, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.913330078125, 244.9228515625, 64.4129638671875, 46.26405334472656], 'conf': 0.6591078, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.325927734375, 61.144893646240234, 205.65240478515625, 120.61719512939453], 'conf': 0.6655055, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6931918263435364, 'id': 5}, {'box': [430.4836120605469, 312.91802978515625, 334.30218505859375, 169.19728088378906], 'conf': 0.55861527, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999984502792358, 'id': 6}, {'box': [827.5755615234375, 331.7044372558594, 262.8616943359375, 97.405517578125], 'conf': 0.21374317, 'label_id': 'keyboard', 'sub_labels': 'other', 'sub_labels_conf': 0.5523733496665955, 'id': 7}, {'box': [748.0538330078125, 455.07733154296875, 273.46258544921875, 383.6029052734375], 'conf': 0.6926265, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.7477841377258301, 'id': 8}]"
67,2024/5/22 Wednesday 0:0:3,"[{'box': [472.4664001464844, 194.68080139160156, 46.9976806640625, 90.2314453125], 'conf': 0.90598506, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.6824951171875, 328.24273681640625, 33.6357421875, 53.38238525390625], 'conf': 0.8027141, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.4783630371094, 304.4114685058594, 203.525634765625, 75.92364501953125], 'conf': 0.7477827, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9984982013702393, 'id': 3}, {'box': [1030.91943359375, 244.94647216796875, 64.43060302734375, 46.22808837890625], 'conf': 0.6998979, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.1678466796875, 61.04262161254883, 205.31817626953125, 120.36624908447266], 'conf': 0.6534854, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6931918263435364, 'id': 5}, {'box': [430.4293212890625, 312.94720458984375, 334.1056213378906, 169.90548706054688], 'conf': 0.4744099, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999984502792358, 'id': 6}, {'box': [827.0347290039062, 331.27374267578125, 264.69140625, 98.06448364257812], 'conf': 0.37769017, 'label_id': 'keyboard', 'sub_labels': 'other', 'sub_labels_conf': 0.7245614528656006, 'id': 7}, {'box': [750.0042724609375, 451.2952575683594, 276.24810791015625, 386.79583740234375], 'conf': 0.6709726, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.7580034136772156, 'id': 8}]"
68,2024/5/22 Wednesday 0:0:3,"[{'box': [472.45709228515625, 194.6614990234375, 46.968597412109375, 90.22956848144531], 'conf': 0.9058475, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.697265625, 328.26165771484375, 33.65753173828125, 53.4029541015625], 'conf': 0.80179113, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.54876708984375, 304.44561767578125, 203.60604858398438, 76.01638793945312], 'conf': 0.7499388, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.9241943359375, 244.95741271972656, 64.435546875, 46.193939208984375], 'conf': 0.67959225, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.2540283203125, 60.79957580566406, 205.55667114257812, 119.96903991699219], 'conf': 0.6181224, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6334521770477295, 'id': 5}, {'box': [430.1455383300781, 312.6945495605469, 334.08795166015625, 169.917236328125], 'conf': 0.47185817, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999984502792358, 'id': 6}, {'box': [828.639892578125, 330.6717529296875, 266.89105224609375, 96.50595092773438], 'conf': 0.4256804, 'label_id': 'keyboard', 'sub_labels': 'other', 'sub_labels_conf': 0.9236792922019958, 'id': 7}, {'box': [750.40478515625, 453.95660400390625, 279.05364990234375, 402.21240234375], 'conf': 0.6045644, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9046172499656677, 'id': 8}]"
69,2024/5/22 Wednesday 0:0:3,"[{'box': [472.4576721191406, 194.66920471191406, 46.97149658203125, 90.226806640625], 'conf': 0.9066425, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.6944580078125, 328.24981689453125, 33.66595458984375, 53.371063232421875], 'conf': 0.8099364, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.4866943359375, 304.4713134765625, 203.61416625976562, 76.03973388671875], 'conf': 0.75194293, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.9432373046875, 244.99313354492188, 64.439208984375, 46.164306640625], 'conf': 0.7121331, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9992908239364624, 'id': 4}, {'box': [545.2435302734375, 60.82901382446289, 205.52801513671875, 120.02999114990234], 'conf': 0.6445049, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6786680221557617, 'id': 5}, {'box': [430.23333740234375, 312.8377380371094, 334.1370849609375, 170.3439178466797], 'conf': 0.4816215, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999985694885254, 'id': 6}, {'box': [827.720703125, 330.47833251953125, 264.010986328125, 95.52810668945312], 'conf': 0.59995526, 'label_id': 'keyboard', 'sub_labels': 'other', 'sub_labels_conf': 0.5430588126182556, 'id': 7}, {'box': [751.7615966796875, 453.54827880859375, 281.91619873046875, 410.1789855957031], 'conf': 0.6877599, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9540207386016846, 'id': 8}]"
70,2024/5/22 Wednesday 0:0:3,"[{'box': [472.454833984375, 194.67697143554688, 46.977813720703125, 90.24516296386719], 'conf': 0.90733737, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.6802368164062, 328.26226806640625, 33.6787109375, 53.400787353515625], 'conf': 0.7937321, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.46649169921875, 304.4820861816406, 203.61489868164062, 76.11614990234375], 'conf': 0.743141, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.942626953125, 245.02273559570312, 64.4510498046875, 46.16358947753906], 'conf': 0.7419642, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996546506881714, 'id': 4}, {'box': [545.2755126953125, 61.116092681884766, 205.53326416015625, 120.57982635498047], 'conf': 0.6602823, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6931918263435364, 'id': 5}, {'box': [430.32373046875, 312.97412109375, 334.2158508300781, 170.4611053466797], 'conf': 0.524232, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999985694885254, 'id': 6}, {'box': [829.115966796875, 330.9046325683594, 260.66680908203125, 95.5440673828125], 'conf': 0.4712911, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.8167025446891785, 'id': 7}, {'box': [754.528076171875, 454.8431701660156, 288.16131591796875, 409.03619384765625], 'conf': 0.75725245, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9560656547546387, 'id': 8}]"
71,2024/5/22 Wednesday 0:0:3,"[{'box': [472.46502685546875, 194.68621826171875, 47.030181884765625, 90.29434204101562], 'conf': 0.9092997, 'label_id': 'cell phone', 'sub_labels': 'other', 'sub_labels_conf': 0.9557451605796814, 'id': 1}, {'box': [539.6737670898438, 328.29327392578125, 33.6722412109375, 53.482757568359375], 'conf': 0.7850244, 'label_id': 'mouse', 'sub_labels': 'not_human', 'sub_labels_conf': 0.5782958269119263, 'id': 2}, {'box': [409.535400390625, 304.47381591796875, 203.4794921875, 76.14047241210938], 'conf': 0.7296145, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9980055689811707, 'id': 3}, {'box': [1030.94140625, 245.04251098632812, 64.4498291015625, 46.15592956542969], 'conf': 0.7352609, 'label_id': 'cup', 'sub_labels': 'other', 'sub_labels_conf': 0.9996546506881714, 'id': 4}, {'box': [545.2759399414062, 61.27778625488281, 205.5328369140625, 120.89276123046875], 'conf': 0.6596379, 'label_id': 'tv', 'sub_labels': 'other', 'sub_labels_conf': 0.6931918263435364, 'id': 5}, {'box': [430.2171325683594, 312.8990783691406, 334.07916259765625, 169.8982696533203], 'conf': 0.5183733, 'label_id': 'laptop', 'sub_labels': 'not_human', 'sub_labels_conf': 0.9999984502792358, 'id': 6}, {'box': [830.4700927734375, 331.7955322265625, 255.9378662109375, 97.02572631835938], 'conf': 0.47914675, 'label_id': 'keyboard', 'sub_labels': 'not_human', 'sub_labels_conf': 0.7872124314308167, 'id': 7}, {'box': [757.37109375, 450.42626953125, 292.98028564453125, 381.6460266113281], 'conf': 0.8120764, 'label_id': 'person', 'sub_labels': 'other', 'sub_labels_conf': 0.9811960458755493, 'id': 8}]"
