frame_number,box_x,box_y,box_w,box_h,conf,label,user_id,region
17,1030,244,64,46,0.6704202,cup,4,
17,545,60,205,119,0.6221159,tv,5,
17,431,313,333,171,0.52763885,laptop,6,entrance
17,807,335,297,102,0.86727875,keyboard,7,entrance
18,472,194,46,90,0.9071778,cell phone,1,entrance
18,539,328,33,53,0.82144845,mouse,2,entrance
18,409,304,203,76,0.7713547,keyboard,3,
18,1030,244,64,46,0.7103287,cup,4,
18,545,60,205,119,0.64376897,tv,5,
18,432,311,330,167,0.48454776,laptop,6,entrance
18,809,335,293,102,0.8618668,keyboard,7,entrance
19,472,194,46,90,0.9069509,cell phone,1,entrance
19,539,328,33,53,0.83819836,mouse,2,entrance
19,409,304,203,76,0.7743137,keyboard,3,
19,1030,244,64,46,0.69656736,cup,4,
19,544,60,205,119,0.6249847,tv,5,
19,431,312,332,169,0.47050568,laptop,6,entrance
19,811,335,290,101,0.85420346,keyboard,7,entrance
20,472,194,46,90,0.9071955,cell phone,1,entrance
20,539,328,33,53,0.8273037,mouse,2,entrance
20,409,304,204,76,0.7923588,keyboard,3,
20,1030,244,64,46,0.69280094,cup,4,
20,545,60,205,118,0.61040145,tv,5,
20,432,311,330,168,0.39737228,laptop,6,entrance
20,813,335,285,102,0.6999551,keyboard,7,entrance
21,472,194,46,90,0.9080551,cell phone,1,entrance
21,539,328,33,53,0.8228839,mouse,2,entrance
21,409,304,204,76,0.7933854,keyboard,3,
21,1030,244,64,46,0.7050406,cup,4,
21,545,60,205,118,0.623637,tv,5,
21,432,311,330,166,0.32465982,laptop,6,entrance
21,815,334,282,101,0.77259177,keyboard,7,entrance
22,472,194,46,90,0.9085518,cell phone,1,entrance
22,539,328,33,53,0.82561815,mouse,2,entrance
22,409,304,204,76,0.78660977,keyboard,3,
22,1030,244,64,46,0.71247506,cup,4,
22,545,60,205,119,0.6323449,tv,5,
22,433,311,330,165,0.30023447,laptop,6,entrance
22,816,334,281,99,0.7199958,keyboard,7,entrance
23,472,194,46,90,0.91022015,cell phone,1,entrance
23,539,328,33,53,0.8333003,mouse,2,entrance
23,409,304,204,76,0.7819509,keyboard,3,
23,1030,244,64,46,0.6050139,cup,4,
23,545,60,205,119,0.6200754,tv,5,
23,432,312,332,167,0.3675174,laptop,6,entrance
23,818,333,280,97,0.66749376,keyboard,7,entrance
24,472,194,46,90,0.9104208,cell phone,1,entrance
24,539,328,33,53,0.8330468,mouse,2,entrance
24,409,304,204,76,0.7830754,keyboard,3,
24,1030,244,64,46,0.6197006,cup,4,
24,545,60,205,119,0.5992811,tv,5,
24,431,312,333,168,0.45682162,laptop,6,entrance
24,819,333,279,97,0.71162474,keyboard,7,
25,472,194,46,90,0.90784246,cell phone,1,entrance
25,539,328,33,53,0.83950883,mouse,2,entrance
25,409,304,204,76,0.77467996,keyboard,3,
25,1030,244,64,46,0.6080562,cup,4,
25,545,60,205,119,0.6043113,tv,5,
25,430,312,334,168,0.5275856,laptop,6,entrance
25,819,333,279,96,0.7224064,keyboard,7,
26,472,194,46,90,0.90851235,cell phone,1,entrance
26,539,328,33,53,0.8470561,mouse,2,entrance
26,409,304,204,76,0.7812548,keyboard,3,
26,1030,244,64,46,0.5812659,cup,4,
26,545,60,205,119,0.62553936,tv,5,
26,430,312,334,168,0.4998028,laptop,6,entrance
26,819,333,278,96,0.72303605,keyboard,7,
27,472,194,46,90,0.90838695,cell phone,1,entrance
27,539,328,33,53,0.84743273,mouse,2,entrance
27,409,304,204,76,0.78460276,keyboard,3,
27,1030,244,64,46,0.52895486,cup,4,
27,545,60,205,119,0.6210078,tv,5,
27,430,312,334,168,0.4764459,laptop,6,entrance
27,819,333,278,96,0.67054415,keyboard,7,
28,472,194,46,90,0.9080268,cell phone,1,entrance
28,539,328,33,53,0.8519488,mouse,2,entrance
28,409,304,204,76,0.7760189,keyboard,3,
28,1030,244,64,46,0.5439861,cup,4,
28,545,60,205,119,0.63220793,tv,5,
28,430,312,334,169,0.55397063,laptop,6,entrance
28,819,332,280,96,0.4775431,keyboard,7,
29,472,194,46,90,0.9094956,cell phone,1,entrance
29,539,328,33,53,0.8493792,mouse,2,entrance
29,409,304,204,75,0.79024804,keyboard,3,
29,1030,244,64,46,0.55488425,cup,4,
29,545,60,205,119,0.62174934,tv,5,
29,430,312,333,169,0.5548485,laptop,6,entrance
29,819,333,281,96,0.5662001,keyboard,7,
30,472,194,46,90,0.91053826,cell phone,1,entrance
30,539,328,33,53,0.84725606,mouse,2,entrance
30,409,304,204,76,0.7867307,keyboard,3,
30,1030,244,64,46,0.62062776,cup,4,
30,545,60,205,120,0.62386656,tv,5,
30,430,312,334,169,0.6181591,laptop,6,entrance
30,818,333,280,96,0.6514249,keyboard,7,entrance
31,472,194,46,90,0.90986353,cell phone,1,entrance
31,539,328,33,53,0.8461006,mouse,2,entrance
31,409,304,204,76,0.79456115,keyboard,3,
31,1030,244,64,46,0.61179,cup,4,
31,545,61,206,120,0.6325537,tv,5,
31,430,312,334,169,0.5234302,laptop,6,entrance
31,818,332,281,95,0.5919481,keyboard,7,entrance
32,472,194,46,90,0.9090551,cell phone,1,entrance
32,539,328,33,53,0.83515465,mouse,2,entrance
32,409,304,204,76,0.77894497,keyboard,3,
32,1030,244,64,46,0.5954025,cup,4,
32,545,60,206,120,0.62978625,tv,5,
32,430,312,334,169,0.60959363,laptop,6,entrance
32,818,333,281,96,0.29287642,keyboard,7,entrance
33,472,194,46,90,0.9086324,cell phone,1,entrance
33,539,328,33,53,0.83063066,mouse,2,entrance
33,409,304,203,76,0.77645266,keyboard,3,
33,1030,244,64,46,0.6320886,cup,4,
33,545,61,206,120,0.62361103,tv,5,
33,430,312,334,169,0.67854017,laptop,6,entrance
33,818,332,281,95,0.49664557,keyboard,7,entrance
34,472,194,46,90,0.9096094,cell phone,1,entrance
34,539,328,33,53,0.8119335,mouse,2,entrance
34,409,304,203,76,0.76510245,keyboard,3,
34,1030,244,64,46,0.64242536,cup,4,
34,545,61,206,121,0.6234529,tv,5,
34,430,312,334,169,0.6369807,laptop,6,entrance
34,819,332,282,95,0.3148397,keyboard,7,
35,472,194,46,90,0.9087415,cell phone,1,entrance
35,539,328,33,53,0.80806416,mouse,2,entrance
35,409,304,203,76,0.77452046,keyboard,3,
35,1030,244,64,46,0.6521823,cup,4,
35,545,61,206,121,0.6401579,tv,5,
35,430,312,334,169,0.6486598,laptop,6,entrance
35,818,332,283,94,0.5678503,keyboard,7,entrance
36,472,194,46,90,0.9108945,cell phone,1,entrance
36,539,328,33,53,0.8006163,mouse,2,entrance
36,409,304,203,76,0.7546617,keyboard,3,
36,1030,244,64,46,0.6547568,cup,4,
36,545,61,206,120,0.63409233,tv,5,
36,430,312,334,169,0.65208143,laptop,6,entrance
36,817,332,282,94,0.6217531,keyboard,7,entrance
37,472,194,46,90,0.9099938,cell phone,1,entrance
37,539,328,33,53,0.78399944,mouse,2,entrance
37,409,304,203,76,0.7516458,keyboard,3,
37,1030,244,64,46,0.65558714,cup,4,
37,545,60,206,120,0.6269635,tv,5,
37,430,312,334,169,0.6740997,laptop,6,entrance
37,817,332,282,94,0.65024126,keyboard,7,entrance
38,472,194,46,90,0.9098983,cell phone,1,entrance
38,539,328,33,53,0.8112335,mouse,2,entrance
38,409,304,203,76,0.7659925,keyboard,3,
38,1030,244,64,46,0.6472257,cup,4,
38,545,61,206,120,0.64084864,tv,5,
38,430,312,334,170,0.6693217,laptop,6,entrance
38,818,332,281,94,0.666843,keyboard,7,entrance
39,472,194,46,90,0.90958416,cell phone,1,entrance
39,539,328,33,53,0.80396014,mouse,2,entrance
39,409,304,203,76,0.7591449,keyboard,3,
39,1030,244,64,46,0.6584388,cup,4,
39,545,61,206,120,0.6494987,tv,5,
39,430,312,334,169,0.60909384,laptop,6,entrance
39,818,332,281,94,0.706301,keyboard,7,entrance
40,472,194,46,90,0.90854293,cell phone,1,entrance
40,539,328,33,53,0.797256,mouse,2,entrance
40,409,304,203,76,0.751063,keyboard,3,
40,1030,244,64,46,0.6237425,cup,4,
40,545,61,206,121,0.6497961,tv,5,
40,430,313,334,169,0.6934735,laptop,6,entrance
40,818,332,281,94,0.50840944,keyboard,7,entrance
41,472,194,46,90,0.90672696,cell phone,1,entrance
41,539,328,33,53,0.7996214,mouse,2,entrance
41,409,304,203,76,0.74722934,keyboard,3,
41,1030,244,64,46,0.551993,cup,4,
41,545,61,206,120,0.6399098,tv,5,
41,430,313,335,168,0.6740493,laptop,6,entrance
41,818,332,280,93,0.5662594,keyboard,7,entrance
42,472,194,46,90,0.9082782,cell phone,1,entrance
42,539,328,33,53,0.7953731,mouse,2,entrance
42,409,304,203,76,0.751058,keyboard,3,
42,1030,244,64,46,0.5902344,cup,4,
42,545,61,206,120,0.64428306,tv,5,
42,430,313,335,168,0.67728764,laptop,6,entrance
42,819,332,278,93,0.629579,keyboard,7,
43,472,194,46,90,0.9075672,cell phone,1,entrance
43,539,328,33,53,0.8135978,mouse,2,entrance
43,409,304,203,76,0.7465757,keyboard,3,
43,1030,244,64,46,0.5642635,cup,4,
43,545,61,206,120,0.652764,tv,5,
43,431,313,336,169,0.6830277,laptop,6,entrance
43,820,332,278,93,0.5082889,keyboard,7,
44,472,194,46,90,0.9068386,cell phone,1,entrance
44,539,328,33,53,0.8145469,mouse,2,entrance
44,409,304,203,76,0.7403637,keyboard,3,
44,1030,244,64,46,0.58169216,cup,4,
44,545,60,206,120,0.62748694,tv,5,
44,430,313,336,169,0.69169825,laptop,6,entrance
44,820,331,278,93,0.48696184,keyboard,7,
45,472,194,46,90,0.90579164,cell phone,1,entrance
45,539,328,33,53,0.82362247,mouse,2,entrance
45,409,304,203,76,0.7430451,keyboard,3,
45,1030,244,64,46,0.61041397,cup,4,
45,545,60,205,119,0.6210556,tv,5,
45,430,313,336,169,0.6841939,laptop,6,entrance
45,819,331,279,93,0.60175425,keyboard,7,
46,472,194,46,90,0.9067598,cell phone,1,entrance
46,539,328,33,53,0.82882214,mouse,2,entrance
46,409,304,203,76,0.7521026,keyboard,3,
46,1030,244,64,46,0.6008713,cup,4,
46,545,60,205,120,0.6231914,tv,5,
46,430,313,335,170,0.710202,laptop,6,entrance
46,820,331,280,94,0.4855519,keyboard,7,
47,472,194,46,90,0.90837485,cell phone,1,entrance
47,539,328,33,53,0.8268713,mouse,2,entrance
47,409,304,203,76,0.7522502,keyboard,3,
47,1030,244,64,46,0.6844316,cup,4,
47,545,60,206,120,0.63017446,tv,5,
47,430,313,335,170,0.6942996,laptop,6,entrance
47,819,331,280,94,0.44258252,keyboard,7,
48,472,194,46,90,0.90944433,cell phone,1,entrance
48,539,328,33,53,0.8340112,mouse,2,entrance
48,409,304,203,76,0.7474012,keyboard,3,
48,1030,244,64,46,0.6371049,cup,4,
48,545,60,205,119,0.64329433,tv,5,
48,430,313,335,170,0.6554755,laptop,6,entrance
48,819,331,281,95,0.52796614,keyboard,7,
49,472,194,46,90,0.90632236,cell phone,1,entrance
49,539,328,33,53,0.8393666,mouse,2,entrance
49,409,304,203,76,0.75313175,keyboard,3,
49,1030,244,64,46,0.6894937,cup,4,
49,545,61,205,120,0.6592212,tv,5,
49,430,313,335,170,0.681609,laptop,6,entrance
49,818,331,281,95,0.50441945,keyboard,7,entrance
50,472,194,46,90,0.9063176,cell phone,1,entrance
50,539,328,33,53,0.84646785,mouse,2,entrance
50,409,304,203,76,0.747045,keyboard,3,
50,1030,244,64,46,0.63609904,cup,4,
50,545,61,205,120,0.6429212,tv,5,
50,430,313,334,169,0.7207765,laptop,6,entrance
50,817,331,283,95,0.45117927,keyboard,7,entrance
51,472,194,46,90,0.9068923,cell phone,1,entrance
51,539,328,33,53,0.83275837,mouse,2,entrance
51,409,304,203,76,0.73162705,keyboard,3,
51,1030,244,64,46,0.6152465,cup,4,
51,545,61,205,120,0.6204868,tv,5,
51,430,313,335,169,0.72287416,laptop,6,entrance
51,819,331,286,96,0.2105007,keyboard,7,
52,472,194,46,90,0.90785646,cell phone,1,entrance
52,539,328,33,53,0.83448476,mouse,2,entrance
52,409,304,203,76,0.7281656,keyboard,3,
52,1030,244,64,46,0.6634408,cup,4,
52,545,61,205,120,0.6328019,tv,5,
52,430,313,335,169,0.70894456,laptop,6,entrance
52,818,330,284,93,0.21692075,keyboard,7,entrance
53,472,194,47,90,0.9088604,cell phone,1,entrance
53,539,328,33,53,0.81379354,mouse,2,entrance
53,409,304,203,76,0.7178852,keyboard,3,
53,1030,244,64,46,0.64681864,cup,4,
53,545,61,205,120,0.6416465,tv,5,
53,430,313,335,169,0.6710641,laptop,6,entrance
53,796,324,235,82,0.58556604,keyboard,7,entrance
54,472,194,47,90,0.9080811,cell phone,1,entrance
54,539,328,33,53,0.81875,mouse,2,entrance
54,409,304,203,76,0.73450834,keyboard,3,
54,1030,244,64,46,0.70774573,cup,4,
54,545,60,206,120,0.6123599,tv,5,
54,430,313,334,169,0.6213597,laptop,6,entrance
54,789,323,216,79,0.32915372,keyboard,7,entrance
55,472,194,47,90,0.9091732,cell phone,1,entrance
55,539,328,33,53,0.79764867,mouse,2,entrance
55,409,304,203,76,0.72236675,keyboard,3,
55,1030,244,64,46,0.71522236,cup,4,
55,545,61,206,120,0.5804282,tv,5,
55,431,313,334,169,0.64938956,laptop,6,entrance
55,783,321,209,76,0.38058355,keyboard,7,entrance
56,472,194,47,90,0.907056,cell phone,1,entrance
56,539,328,33,53,0.802292,mouse,2,entrance
56,409,304,203,76,0.72463614,keyboard,3,
56,1030,244,64,46,0.68890446,cup,4,
56,545,60,206,120,0.58470327,tv,5,
56,430,313,334,170,0.61612767,laptop,6,entrance
56,806,328,256,89,0.5647587,keyboard,7,entrance
57,472,194,46,90,0.9064726,cell phone,1,entrance
57,539,328,33,53,0.8184966,mouse,2,entrance
57,409,304,203,76,0.7295956,keyboard,3,
57,1030,244,64,46,0.68078166,cup,4,
57,545,60,206,120,0.5953272,tv,5,
57,430,312,334,170,0.47860909,laptop,6,entrance
57,812,329,275,94,0.4178053,keyboard,7,entrance
58,472,194,46,90,0.90748215,cell phone,1,entrance
58,539,328,33,53,0.8166765,mouse,2,entrance
58,409,304,203,76,0.71073985,keyboard,3,
58,1030,244,64,46,0.713957,cup,4,
58,545,60,206,120,0.5986344,tv,5,
58,430,313,334,169,0.6375721,laptop,6,entrance
58,801,330,308,96,0.3584684,keyboard,7,entrance
59,472,194,46,90,0.90652746,cell phone,1,entrance
59,539,328,33,53,0.8078988,mouse,2,entrance
59,409,304,203,76,0.70757246,keyboard,3,
59,1030,244,64,46,0.6972016,cup,4,
59,545,60,206,120,0.5934274,tv,5,
59,430,313,334,169,0.6777895,laptop,6,entrance
59,811,331,294,97,0.33496588,keyboard,7,entrance
60,472,194,47,90,0.90774167,cell phone,1,entrance
60,539,328,33,53,0.8030793,mouse,2,entrance
60,409,304,203,76,0.70859945,keyboard,3,
60,1030,244,64,46,0.71315026,cup,4,
60,545,60,206,120,0.61739737,tv,5,
60,430,313,334,169,0.69398195,laptop,6,entrance
60,818,331,283,96,0.50184774,keyboard,7,entrance
61,472,194,47,90,0.9089395,cell phone,1,entrance
61,539,328,33,53,0.7966348,mouse,2,entrance
61,409,304,203,76,0.72143346,keyboard,3,
61,1030,245,64,46,0.7180535,cup,4,
61,545,61,206,120,0.62726676,tv,5,
61,430,313,334,169,0.69208646,laptop,6,entrance
61,823,331,271,96,0.57709706,keyboard,7,
62,472,194,47,90,0.909667,cell phone,1,entrance
62,539,328,33,53,0.79989916,mouse,2,entrance
62,409,304,203,76,0.7250969,keyboard,3,
62,1030,245,64,46,0.7061848,cup,4,
62,545,61,206,121,0.6229357,tv,5,
62,430,313,334,170,0.6617115,laptop,6,entrance
62,828,329,261,92,0.49425316,keyboard,7,
63,472,194,47,90,0.90946287,cell phone,1,entrance
63,539,328,33,53,0.8185794,mouse,2,entrance
63,409,304,203,76,0.7396626,keyboard,3,
63,1030,245,64,46,0.70730096,cup,4,
63,545,61,206,121,0.6185411,tv,5,
63,430,313,334,170,0.65918803,laptop,6,entrance
63,830,331,256,94,0.40237582,keyboard,7,
64,472,194,47,90,0.91016257,cell phone,1,entrance
64,539,328,33,53,0.8101762,mouse,2,entrance
64,409,304,203,76,0.7376056,keyboard,3,
64,1030,245,64,46,0.709087,cup,4,
64,545,61,206,120,0.6310547,tv,5,
64,430,313,334,170,0.55879384,laptop,6,entrance
64,830,331,257,94,0.20898819,keyboard,7,
64,748,468,276,388,0.64531344,person,8,entrance
65,472,194,47,90,0.90795237,cell phone,1,entrance
65,539,328,33,53,0.8090842,mouse,2,entrance
65,409,304,203,76,0.7332939,keyboard,3,
65,1030,244,64,46,0.6679236,cup,4,
65,545,61,206,120,0.63549685,tv,5,
65,430,312,334,169,0.59018385,laptop,6,entrance
65,829,331,258,96,0.42844707,keyboard,7,
65,748,463,274,387,0.6284869,person,8,entrance
66,472,194,47,90,0.90682113,cell phone,1,entrance
66,539,328,33,53,0.81516105,mouse,2,entrance
66,409,304,203,76,0.72815067,keyboard,3,
66,1030,244,64,46,0.6591078,cup,4,
66,545,61,205,120,0.6655055,tv,5,
66,430,312,334,169,0.55861527,laptop,6,entrance
66,827,331,262,97,0.21374317,keyboard,7,
66,748,455,273,383,0.6926265,person,8,entrance
67,472,194,46,90,0.90598506,cell phone,1,entrance
67,539,328,33,53,0.8027141,mouse,2,entrance
67,409,304,203,75,0.7477827,keyboard,3,
67,1030,244,64,46,0.6998979,cup,4,
67,545,61,205,120,0.6534854,tv,5,
67,430,312,334,169,0.4744099,laptop,6,entrance
67,827,331,264,98,0.37769017,keyboard,7,
67,750,451,276,386,0.6709726,person,8,entrance
68,472,194,46,90,0.9058475,cell phone,1,entrance
68,539,328,33,53,0.80179113,mouse,2,entrance
68,409,304,203,76,0.7499388,keyboard,3,
68,1030,244,64,46,0.67959225,cup,4,
68,545,60,205,119,0.6181224,tv,5,
68,430,312,334,169,0.47185817,laptop,6,entrance
68,828,330,266,96,0.4256804,keyboard,7,
68,750,453,279,402,0.6045644,person,8,entrance
69,472,194,46,90,0.9066425,cell phone,1,entrance
69,539,328,33,53,0.8099364,mouse,2,entrance
69,409,304,203,76,0.75194293,keyboard,3,
69,1030,244,64,46,0.7121331,cup,4,
69,545,60,205,120,0.6445049,tv,5,
69,430,312,334,170,0.4816215,laptop,6,entrance
69,827,330,264,95,0.59995526,keyboard,7,
69,751,453,281,410,0.6877599,person,8,entrance
70,472,194,46,90,0.90733737,cell phone,1,entrance
70,539,328,33,53,0.7937321,mouse,2,entrance
70,409,304,203,76,0.743141,keyboard,3,
70,1030,245,64,46,0.7419642,cup,4,
70,545,61,205,120,0.6602823,tv,5,
70,430,312,334,170,0.524232,laptop,6,entrance
70,829,330,260,95,0.4712911,keyboard,7,
70,754,454,288,409,0.75725245,person,8,entrance
71,472,194,47,90,0.9092997,cell phone,1,entrance
71,539,328,33,53,0.7850244,mouse,2,entrance
71,409,304,203,76,0.7296145,keyboard,3,
71,1030,245,64,46,0.7352609,cup,4,
71,545,61,205,120,0.6596379,tv,5,
71,430,312,334,169,0.5183733,laptop,6,entrance
71,830,331,255,97,0.47914675,keyboard,7,
71,757,450,292,381,0.8120764,person,8,entrance
72,472,194,47,90,0.90916497,cell phone,1,entrance
72,539,328,33,53,0.7984418,mouse,2,entrance
72,409,304,203,76,0.72927094,keyboard,3,
72,1030,244,64,46,0.6738735,cup,4,
72,545,61,205,120,0.65113455,tv,5,
72,430,312,334,170,0.5199931,laptop,6,entrance
72,833,331,250,95,0.111085095,laptop,7,
72,758,455,293,364,0.7101835,person,8,entrance
73,472,194,47,90,0.90903926,cell phone,1,entrance
73,539,328,33,53,0.82751733,mouse,2,entrance
73,409,304,203,76,0.73878694,keyboard,3,
73,1030,244,64,46,0.6632391,cup,4,
73,545,61,205,120,0.60865885,tv,5,
73,430,313,334,170,0.56651306,laptop,6,entrance
73,825,329,269,95,0.44145337,keyboard,7,
73,759,458,296,337,0.4290498,backpack,8,entrance
74,472,194,46,90,0.9062085,cell phone,1,entrance
74,539,328,33,53,0.7994486,mouse,2,entrance
74,409,304,203,76,0.7451587,keyboard,3,
74,1030,244,64,46,0.64775515,cup,4,
74,545,61,206,120,0.6090087,tv,5,
74,430,313,334,170,0.5197381,laptop,6,entrance
74,792,325,219,86,0.6207339,keyboard,7,entrance
74,759,467,295,312,0.19655369,backpack,8,entrance
75,472,194,46,90,0.9069272,cell phone,1,entrance
75,539,328,33,53,0.8064278,mouse,2,entrance
75,409,304,203,76,0.7344749,keyboard,3,
75,1030,244,64,46,0.59929436,cup,4,
75,545,60,206,120,0.5987965,tv,5,
75,430,313,334,170,0.5608533,laptop,6,entrance
75,778,318,203,74,0.5401045,keyboard,7,entrance
75,758,471,293,301,0.6062191,person,8,entrance
76,472,194,46,90,0.9071533,cell phone,1,entrance
76,539,328,33,53,0.80828726,mouse,2,entrance
76,409,304,203,76,0.7403436,keyboard,3,
76,1030,244,64,46,0.64792717,cup,4,
76,545,60,206,120,0.603181,tv,5,
76,430,313,334,170,0.48292,laptop,6,entrance
76,807,318,251,73,0.5351192,keyboard,7,entrance
76,759,475,290,293,0.2805502,person,8,entrance
77,472,194,46,90,0.9078254,cell phone,1,entrance
77,539,328,33,53,0.8079655,mouse,2,entrance
77,409,304,203,76,0.7218504,keyboard,3,
77,1030,244,64,46,0.56849927,cup,4,
77,545,60,206,120,0.5911316,tv,5,
77,430,313,334,171,0.56317776,laptop,6,entrance
77,817,315,262,68,0.5196093,keyboard,7,entrance
77,759,475,288,290,0.13731413,person,8,entrance
78,472,194,46,90,0.9090883,cell phone,1,entrance
78,539,328,33,53,0.80046195,mouse,2,entrance
78,409,304,203,76,0.7358023,keyboard,3,
78,1030,244,64,46,0.5563316,cup,4,
78,545,60,206,120,0.5859839,tv,5,
78,430,313,334,170,0.63294905,laptop,6,entrance
78,821,313,270,63,0.18128112,keyboard,7,
78,759,473,287,297,0.21446678,backpack,8,entrance
79,472,194,46,90,0.9079045,cell phone,1,entrance
79,539,328,33,53,0.82614106,mouse,2,entrance
79,409,304,203,76,0.7356663,keyboard,3,
79,1030,244,64,46,0.58618444,cup,4,
79,545,60,206,120,0.58658355,tv,5,
79,430,313,334,170,0.589406,laptop,6,entrance
79,759,472,285,302,0.14236455,backpack,8,entrance
80,472,194,46,90,0.9069967,cell phone,1,entrance
80,539,328,33,53,0.83899254,mouse,2,entrance
80,409,304,203,76,0.7474478,keyboard,3,
80,1030,244,64,46,0.6083172,cup,4,
80,545,60,206,120,0.5673136,tv,5,
